,cubeid,cubeidpub,cubename,catid,pa_gaskin,pa_gaskin_err
141,31620_blue_red_7_Y14SAR3_P003_12T054_2014_04_24-2014_05_04,31620_B,31620_blue_7_Y14SAR3_P003_12T054_2014_04_24-2014_05_04.fits,31620,38.0,0.16666667
142,31620_blue_red_6_Y14SAR3_P003_12T054_2016_04_04-2016_04_12,31620_D,31620_blue_6_Y14SAR3_P003_12T054_2016_04_04-2016_04_12.fits,31620,37.5,0.16666667
143,31623_blue_red_8_Y14SAR4_P008_12T070_2016_04_04-2016_04_12,31623_A,31623_blue_8_Y14SAR4_P008_12T070_2016_04_04-2016_04_12.fits,31623,271.5,1.0
144,31725_blue_red_8_Y18SAR4_P002_12T127_2018_05_07-2018_05_16,31725_A,31725_blue_8_Y18SAR4_P002_12T127_2018_05_07-2018_05_16.fits,31725,153.0,2.0833333
145,31740_blue_red_8_Y18SAR4_P002_12T127_2018_05_07-2018_05_16,31740_A,31740_blue_8_Y18SAR4_P002_12T127_2018_05_07-2018_05_16.fits,31740,182.0,0.16666667
146,31912_blue_red_7_Y17SAR3_P007_12T108_2018_04_09-2018_04_19,31912_A,31912_blue_7_Y17SAR3_P007_12T108_2018_04_09-2018_04_19.fits,31912,228.5,0.16666667
147,31939_blue_red_7_Y17SAR3_P007_12T108_2018_04_09-2018_04_19,31939_A,31939_blue_7_Y17SAR3_P007_12T108_2018_04_09-2018_04_19.fits,31939,48.5,0.33333334
148,32136_blue_red_7_Y14SAR4_P007_12T069_2016_04_04-2016_04_12,32136_A,32136_blue_7_Y14SAR4_P007_12T069_2016_04_04-2016_04_12.fits,32136,321.0,0.25
149,32196_blue_red_7_Y14SAR4_P007_12T069_2016_04_04-2016_04_12,32196_A,32196_blue_7_Y14SAR4_P007_12T069_2016_04_04-2016_04_12.fits,32196,343.5,0.16666667
150,32249_blue_red_7_Y14SAR4_P007_12T069_2016_04_04-2016_04_12,32249_A,32249_blue_7_Y14SAR4_P007_12T069_2016_04_04-2016_04_12.fits,32249,156.0,0.16666667
151,32274_blue_red_7_Y14SAR4_P007_12T069_2016_04_04-2016_04_12,32274_A,32274_blue_7_Y14SAR4_P007_12T069_2016_04_04-2016_04_12.fits,32274,115.5,0.16666667
152,32295_blue_red_7_Y14SAR4_P007_12T069_2016_04_04-2016_04_12,32295_A,32295_blue_7_Y14SAR4_P007_12T069_2016_04_04-2016_04_12.fits,32295,61.5,0.16666667
153,32322_blue_red_11_Y18SAR3_P002_12T129_2018_05_07-2018_05_16,32322_A,32322_blue_11_Y18SAR3_P002_12T129_2018_05_07-2018_05_16.fits,32322,118.0,0.25
154,32362_blue_red_7_Y15SAR3_P002_12T085_2015_04_14-2015_04_22,32362_C,32362_blue_7_Y15SAR3_P002_12T085_2015_04_14-2015_04_22.fits,32362,132.5,0.16666667
155,32362_blue_red_7_Y14SAR3_P004_12T055_2016_04_04-2016_04_12,32362_D,32362_blue_7_Y14SAR3_P004_12T055_2016_04_04-2016_04_12.fits,32362,138.0,0.16666667
156,32362_blue_red_7_Y14SAR3_P004_12T055_2014_04_24-2014_05_04,32362_B,32362_blue_7_Y14SAR3_P004_12T055_2014_04_24-2014_05_04.fits,32362,137.5,0.16666667
157,32362_blue_red_14_Y14SAR3_P004_12T055_2014_04_24-2014_05_04,32362_A,32362_blue_14_Y14SAR3_P004_12T055_2014_04_24-2014_05_04.fits,32362,137.5,0.16666667
158,36880_blue_red_6_Y14SAR2_P004_15T064_2017_03_24-2017_04_02,36880_A,36880_blue_6_Y14SAR2_P004_15T064_2017_03_24-2017_04_02.fits,36880,157.5,0.16666667
159,36894_blue_red_7_Y13SAR1_P002_15T006_2013_03_05-2013_03_17,36894_A,36894_blue_7_Y13SAR1_P002_15T006_2013_03_05-2013_03_17.fits,36894,116.5,0.16666667
160,36923_blue_red_6_Y14SAR3_P011_15T086_2016_05_02-2016_05_10,36923_B,36923_blue_6_Y14SAR3_P011_15T086_2016_05_02-2016_05_10.fits,36923,334.0,0.5833333
161,36923_blue_red_12_Y14SAR3_P011_15T086_2016_05_02-2016_05_10,36923_A,36923_blue_12_Y14SAR3_P011_15T086_2016_05_02-2016_05_10.fits,36923,342.5,1.1666666
162,36923_blue_red_6_Y14SAR3_P011_15T086_2017_04_19-2017_05_01,36923_C,36923_blue_6_Y14SAR3_P011_15T086_2017_04_19-2017_05_01.fits,36923,340.5,1.1666666
163,37050_blue_red_8_Y13SAR1_P005_15T018_2013_03_05-2013_03_17,37050_A,37050_blue_8_Y13SAR1_P005_15T018_2013_03_05-2013_03_17.fits,37050,93.5,0.16666667
164,37064_blue_red_7_Y14SAR4_P006_15T092_2014_05_23-2014_06_01,37064_A,37064_blue_7_Y14SAR4_P006_15T092_2014_05_23-2014_06_01.fits,37064,308.0,0.16666667
165,39057_blue_red_7_Y17SAR3_P001_12T102_2018_02_12-2018_02_19,39057_C,39057_blue_7_Y17SAR3_P001_12T102_2018_02_12-2018_02_19.fits,39057,102.0,0.16666667
166,39057_blue_red_9_Y14SAR4_P004_12T066_2014_05_23-2014_06_01,39057_A,39057_blue_9_Y14SAR4_P004_12T066_2014_05_23-2014_06_01.fits,39057,113.0,1.4166666
167,39057_blue_red_7_Y14SAR4_P004_12T066_2017_03_24-2017_04_02,39057_B,39057_blue_7_Y14SAR4_P004_12T066_2017_03_24-2017_04_02.fits,39057,112.0,1.3333334
168,39108_blue_red_8_Y13SAR1_P015_12T014_2013_04_12-2013_04_16,39108_A,39108_blue_8_Y13SAR1_P015_12T014_2013_04_12-2013_04_16.fits,39108,159.0,0.5
169,39131_blue_red_7_Y14SAR4_P004_12T066_2017_03_24-2017_04_02,39131_B,39131_blue_7_Y14SAR4_P004_12T066_2017_03_24-2017_04_02.fits,39131,131.5,1.5
170,39131_blue_red_7_Y17SAR3_P001_12T102_2018_02_12-2018_02_19,39131_C,39131_blue_7_Y17SAR3_P001_12T102_2018_02_12-2018_02_19.fits,39131,136.0,0.33333334
171,39131_blue_red_9_Y14SAR4_P004_12T066_2014_05_23-2014_06_01,39131_A,39131_blue_9_Y14SAR4_P004_12T066_2014_05_23-2014_06_01.fits,39131,125.0,0.41666666
172,39145_blue_red_7_Y17SAR3_P001_12T102_2018_02_12-2018_02_19,39145_C,39145_blue_7_Y17SAR3_P001_12T102_2018_02_12-2018_02_19.fits,39145,184.5,0.16666667
173,39145_blue_red_7_Y14SAR4_P004_12T066_2017_03_24-2017_04_02,39145_B,39145_blue_7_Y14SAR4_P004_12T066_2017_03_24-2017_04_02.fits,39145,185.0,0.16666667
174,39145_blue_red_9_Y14SAR4_P004_12T066_2014_05_23-2014_06_01,39145_A,39145_blue_9_Y14SAR4_P004_12T066_2014_05_23-2014_06_01.fits,39145,186.0,0.16666667
175,39365_blue_red_7_Y15SAR3_P006_12T098_2016_03_03-2016_03_13,39365_A,39365_blue_7_Y15SAR3_P006_12T098_2016_03_03-2016_03_13.fits,39365,358.0,0.16666667
176,39475_blue_red_7_Y15SAR3_P006_12T098_2016_03_03-2016_03_13,39475_A,39475_blue_7_Y15SAR3_P006_12T098_2016_03_03-2016_03_13.fits,39475,307.0,0.16666667
177,39539_blue_red_7_Y17SAR3_P008_12T109_2018_04_09-2018_04_19,39539_A,39539_blue_7_Y17SAR3_P008_12T109_2018_04_09-2018_04_19.fits,39539,35.0,0.16666667
178,39594_blue_red_7_Y14SAR3_P006_12T057_2016_04_04-2016_04_12,39594_A,39594_blue_7_Y14SAR3_P006_12T057_2016_04_04-2016_04_12.fits,39594,299.5,0.16666667
179,39671_blue_red_7_Y14SAR3_P006_12T057_2016_04_04-2016_04_12,39671_A,39671_blue_7_Y14SAR3_P006_12T057_2016_04_04-2016_04_12.fits,39671,271.0,0.16666667
180,39709_blue_red_7_Y17SAR3_P008_12T109_2018_04_09-2018_04_19,39709_A,39709_blue_7_Y17SAR3_P008_12T109_2018_04_09-2018_04_19.fits,39709,110.5,0.16666667
181,39742_blue_red_7_Y17SAR3_P008_12T109_2018_04_09-2018_04_19,39742_A,39742_blue_7_Y17SAR3_P008_12T109_2018_04_09-2018_04_19.fits,39742,229.0,0.16666667
182,40164_blue_red_8_Y14SAR3_P008_12T059_2016_05_02-2016_05_10,40164_A,40164_blue_8_Y14SAR3_P008_12T059_2016_05_02-2016_05_10.fits,40164,296.5,0.16666667
183,40197_blue_red_8_Y14SAR3_P008_12T059_2016_05_02-2016_05_10,40197_A,40197_blue_8_Y14SAR3_P008_12T059_2016_05_02-2016_05_10.fits,40197,184.0,0.41666666
184,40278_blue_red_8_Y14SAR3_P008_12T059_2016_05_02-2016_05_10,40278_A,40278_blue_8_Y14SAR3_P008_12T059_2016_05_02-2016_05_10.fits,40278,27.5,0.16666667
185,40283_blue_red_8_Y14SAR3_P008_12T059_2016_05_02-2016_05_10,40283_A,40283_blue_8_Y14SAR3_P008_12T059_2016_05_02-2016_05_10.fits,40283,320.5,1.0
186,40403_blue_red_8_Y18SAR4_P002_12T127_2018_05_07-2018_05_16,40403_A,40403_blue_8_Y18SAR4_P002_12T127_2018_05_07-2018_05_16.fits,40403,35.5,0.16666667
187,40419_blue_red_8_Y18SAR4_P002_12T127_2018_05_07-2018_05_16,40419_A,40419_blue_8_Y18SAR4_P002_12T127_2018_05_07-2018_05_16.fits,40419,46.5,0.5
188,40420_blue_red_7_Y14SAR3_P010_12T061_2016_05_02-2016_05_10,40420_A,40420_blue_7_Y14SAR3_P010_12T061_2016_05_02-2016_05_10.fits,40420,301.0,0.16666667
189,40445_blue_red_8_Y18SAR4_P002_12T127_2018_05_07-2018_05_16,40445_A,40445_blue_8_Y18SAR4_P002_12T127_2018_05_07-2018_05_16.fits,40445,343.5,0.16666667
190,40453_blue_red_7_Y14SAR3_P010_12T061_2016_05_02-2016_05_10,40453_A,40453_blue_7_Y14SAR3_P010_12T061_2016_05_02-2016_05_10.fits,40453,52.5,0.25
191,40482_blue_red_8_Y18SAR4_P002_12T127_2018_05_07-2018_05_16,40482_B,40482_blue_8_Y18SAR4_P002_12T127_2018_05_07-2018_05_16.fits,40482,28.0,0.16666667
192,40482_blue_red_7_Y14SAR3_P010_12T061_2016_05_02-2016_05_10,40482_A,40482_blue_7_Y14SAR3_P010_12T061_2016_05_02-2016_05_10.fits,40482,26.5,0.25
193,40491_blue_red_8_Y18SAR4_P002_12T127_2018_05_07-2018_05_16,40491_A,40491_blue_8_Y18SAR4_P002_12T127_2018_05_07-2018_05_16.fits,40491,136.0,3.0
194,40765_blue_red_11_Y15SAR4_P003_12T099_2015_05_14-2015_05_20,40765_A,40765_blue_11_Y15SAR4_P003_12T099_2015_05_14-2015_05_20.fits,40765,199.0,2.9166667
195,40916_blue_red_7_Y14SAR4_P007_12T069_2016_04_04-2016_04_12,40916_A,40916_blue_7_Y14SAR4_P007_12T069_2016_04_04-2016_04_12.fits,40916,351.0,0.16666667
196,41059_blue_red_7_Y14SAR4_P007_12T069_2016_04_04-2016_04_12,41059_A,41059_blue_7_Y14SAR4_P007_12T069_2016_04_04-2016_04_12.fits,41059,161.5,2.9166667
197,41075_blue_red_7_Y14SAR4_P003_12T065_2014_05_23-2014_06_01,41075_A,41075_blue_7_Y14SAR4_P003_12T065_2014_05_23-2014_06_01.fits,41075,336.0,0.5
198,41143_blue_red_11_Y18SAR3_P002_12T129_2018_05_07-2018_05_16,41143_A,41143_blue_11_Y18SAR3_P002_12T129_2018_05_07-2018_05_16.fits,41143,309.0,0.75
199,41144_blue_red_14_Y14SAR3_P004_12T055_2014_04_24-2014_05_04,41144_A,41144_blue_14_Y14SAR3_P004_12T055_2014_04_24-2014_05_04.fits,41144,330.0,0.16666667
200,41144_blue_red_7_Y14SAR3_P004_12T055_2014_04_24-2014_05_04,41144_B,41144_blue_7_Y14SAR3_P004_12T055_2014_04_24-2014_05_04.fits,41144,330.5,0.16666667
201,41144_blue_red_7_Y14SAR3_P004_12T055_2016_04_04-2016_04_12,41144_D,41144_blue_7_Y14SAR3_P004_12T055_2016_04_04-2016_04_12.fits,41144,329.5,0.16666667
202,41144_blue_red_7_Y15SAR3_P002_12T085_2015_04_14-2015_04_22,41144_C,41144_blue_7_Y15SAR3_P002_12T085_2015_04_14-2015_04_22.fits,41144,329.5,0.16666667
203,41164_blue_red_14_Y14SAR3_P004_12T055_2014_04_24-2014_05_04,41164_A,41164_blue_14_Y14SAR3_P004_12T055_2014_04_24-2014_05_04.fits,41164,113.5,0.25
204,41164_blue_red_7_Y14SAR3_P004_12T055_2014_04_24-2014_05_04,41164_B,41164_blue_7_Y14SAR3_P004_12T055_2014_04_24-2014_05_04.fits,41164,113.5,0.25
205,41164_blue_red_7_Y14SAR3_P004_12T055_2016_04_04-2016_04_12,41164_D,41164_blue_7_Y14SAR3_P004_12T055_2016_04_04-2016_04_12.fits,41164,113.5,0.5
206,41164_blue_red_7_Y15SAR3_P002_12T085_2015_04_14-2015_04_22,41164_C,41164_blue_7_Y15SAR3_P002_12T085_2015_04_14-2015_04_22.fits,41164,120.0,0.16666667
207,41173_blue_red_7_Y15SAR3_P002_12T085_2015_04_14-2015_04_22,41173_A,41173_blue_7_Y15SAR3_P002_12T085_2015_04_14-2015_04_22.fits,41173,79.5,0.16666667
208,41180_blue_red_11_Y18SAR3_P002_12T129_2018_05_07-2018_05_16,41180_A,41180_blue_11_Y18SAR3_P002_12T129_2018_05_07-2018_05_16.fits,41180,229.5,0.16666667
209,41274_blue_red_7_Y16SAR4_P001_12T093_2017_04_19-2017_05_01,41274_A,41274_blue_7_Y16SAR4_P001_12T093_2017_04_19-2017_05_01.fits,41274,324.0,0.16666667
210,41277_blue_red_7_Y16SAR4_P001_12T093_2017_04_19-2017_05_01,41277_A,41277_blue_7_Y16SAR4_P001_12T093_2017_04_19-2017_05_01.fits,41277,11.5,0.25
211,41302_blue_red_7_Y16SAR4_P001_12T093_2017_04_19-2017_05_01,41302_A,41302_blue_7_Y16SAR4_P001_12T093_2017_04_19-2017_05_01.fits,41302,201.5,0.33333334
212,41354_blue_red_7_Y16SAR4_P001_12T093_2017_04_19-2017_05_01,41354_A,41354_blue_7_Y16SAR4_P001_12T093_2017_04_19-2017_05_01.fits,41354,124.5,0.16666667
213,47152_blue_red_7_Y17SAR2_P004_15T121_2018_03_12-2018_03_22,47152_A,47152_blue_7_Y17SAR2_P004_15T121_2018_03_12-2018_03_22.fits,47152,96.5,0.16666667
214,47224_blue_red_6_Y14SAR2_P004_15T064_2017_03_24-2017_04_02,47224_A,47224_blue_6_Y14SAR2_P004_15T064_2017_03_24-2017_04_02.fits,47224,92.0,0.16666667
215,47245_blue_red_6_Y14SAR2_P004_15T064_2017_03_24-2017_04_02,47245_A,47245_blue_6_Y14SAR2_P004_15T064_2017_03_24-2017_04_02.fits,47245,357.0,0.16666667
216,47254_blue_red_7_Y17SAR2_P004_15T121_2018_03_12-2018_03_22,47254_A,47254_blue_7_Y17SAR2_P004_15T121_2018_03_12-2018_03_22.fits,47254,132.5,2.6666667
217,47258_blue_red_6_Y14SAR2_P004_15T064_2017_03_24-2017_04_02,47258_A,47258_blue_6_Y14SAR2_P004_15T064_2017_03_24-2017_04_02.fits,47258,98.5,2.25
218,47286_blue_red_7_Y13SAR1_P002_15T006_2013_03_05-2013_03_17,47286_A,47286_blue_7_Y13SAR1_P002_15T006_2013_03_05-2013_03_17.fits,47286,42.0,1.4166666
219,47293_blue_red_7_Y17SAR2_P004_15T121_2018_03_12-2018_03_22,47293_A,47293_blue_7_Y17SAR2_P004_15T121_2018_03_12-2018_03_22.fits,47293,1.5,0.49999774
220,47342_blue_red_7_Y13SAR1_P009_15T013_2013_03_05-2013_03_17,47342_A,47342_blue_7_Y13SAR1_P009_15T013_2013_03_05-2013_03_17.fits,47342,151.0,0.16666667
221,47460_blue_red_12_Y14SAR3_P011_15T086_2016_05_02-2016_05_10,47460_A,47460_blue_12_Y14SAR3_P011_15T086_2016_05_02-2016_05_10.fits,47460,84.0,0.16666667
222,47460_blue_red_6_Y14SAR3_P011_15T086_2017_04_19-2017_05_01,47460_C,47460_blue_6_Y14SAR3_P011_15T086_2017_04_19-2017_05_01.fits,47460,83.5,0.16666667
223,47460_blue_red_6_Y14SAR3_P011_15T086_2016_05_02-2016_05_10,47460_B,47460_blue_6_Y14SAR3_P011_15T086_2016_05_02-2016_05_10.fits,47460,85.5,0.16666667
224,47493_blue_red_6_Y14SAR3_P011_15T086_2017_04_19-2017_05_01,47493_C,47493_blue_6_Y14SAR3_P011_15T086_2017_04_19-2017_05_01.fits,47493,87.0,0.16666667
225,47493_blue_red_6_Y14SAR3_P011_15T086_2016_05_02-2016_05_10,47493_B,47493_blue_6_Y14SAR3_P011_15T086_2016_05_02-2016_05_10.fits,47493,83.0,0.16666667
226,47493_blue_red_12_Y14SAR3_P011_15T086_2016_05_02-2016_05_10,47493_A,47493_blue_12_Y14SAR3_P011_15T086_2016_05_02-2016_05_10.fits,47493,84.5,0.16666667
227,47500_blue_red_7_Y13SAR1_P009_15T013_2013_03_05-2013_03_17,47500_A,47500_blue_7_Y13SAR1_P009_15T013_2013_03_05-2013_03_17.fits,47500,150.0,0.16666667
228,47535_blue_red_7_Y13SAR1_P009_15T013_2013_03_05-2013_03_17,47535_A,47535_blue_7_Y13SAR1_P009_15T013_2013_03_05-2013_03_17.fits,47535,15.0,0.16666667
229,47652_blue_red_7_Y14SAR3_P008_15T083_2016_05_02-2016_05_10,47652_A,47652_blue_7_Y14SAR3_P008_15T083_2016_05_02-2016_05_10.fits,47652,351.0,0.25
230,47674_blue_red_7_Y14SAR3_P008_15T083_2016_05_02-2016_05_10,47674_A,47674_blue_7_Y14SAR3_P008_15T083_2016_05_02-2016_05_10.fits,47674,43.5,0.16666667
231,48016_blue_red_7_Y14SAR3_P005_15T080_2017_04_19-2017_05_01,48016_A,48016_blue_7_Y14SAR3_P005_15T080_2017_04_19-2017_05_01.fits,48016,18.5,0.33333334
232,48049_blue_red_7_Y14SAR3_P005_15T080_2017_04_19-2017_05_01,48049_A,48049_blue_7_Y14SAR3_P005_15T080_2017_04_19-2017_05_01.fits,48049,223.0,0.5
233,48432_blue_red_7_Y15SAR4_P003_15T114_2016_03_03-2016_03_13,48432_A,48432_blue_7_Y15SAR4_P003_15T114_2016_03_03-2016_03_13.fits,48432,112.0,0.33333334
234,48470_blue_red_7_Y15SAR4_P003_15T114_2016_03_03-2016_03_13,48470_A,48470_blue_7_Y15SAR4_P003_15T114_2016_03_03-2016_03_13.fits,48470,63.0,0.16666667
235,48506_blue_red_7_Y15SAR4_P003_15T114_2016_03_03-2016_03_13,48506_A,48506_blue_7_Y15SAR4_P003_15T114_2016_03_03-2016_03_13.fits,48506,356.5,0.16666667
236,48548_blue_red_7_Y15SAR4_P003_15T114_2016_03_03-2016_03_13,48548_A,48548_blue_7_Y15SAR4_P003_15T114_2016_03_03-2016_03_13.fits,48548,32.0,0.6666667
237,48681_blue_red_6_Y17SAR3_P005_15T128_2018_04_09-2018_04_19,48681_A,48681_blue_6_Y17SAR3_P005_15T128_2018_04_09-2018_04_19.fits,48681,247.5,0.5
238,48740_blue_red_6_Y17SAR3_P005_15T128_2018_04_09-2018_04_19,48740_A,48740_blue_6_Y17SAR3_P005_15T128_2018_04_09-2018_04_19.fits,48740,197.5,0.16666667
239,48969_blue_red_6_Y17SAR3_P001_15T124_2018_04_09-2018_04_19,48969_A,48969_blue_6_Y17SAR3_P001_15T124_2018_04_09-2018_04_19.fits,48969,83.0,0.16666667
240,49204_blue_red_6_Y17SAR3_P001_15T124_2018_04_09-2018_04_19,49204_A,49204_blue_6_Y17SAR3_P001_15T124_2018_04_09-2018_04_19.fits,49204,275.5,2.0833333
241,49670_blue_red_7_Y17SAR2_P005_15T122_2018_05_07-2018_05_16,49670_C,49670_blue_7_Y17SAR2_P005_15T122_2018_05_07-2018_05_16.fits,49670,275.0,0.16666667
242,49670_blue_red_16_Y17SAR2_P005_15T122_2018_03_12-2018_03_22,49670_A,49670_blue_16_Y17SAR2_P005_15T122_2018_03_12-2018_03_22.fits,49670,241.5,0.16666667
243,49670_blue_red_9_Y17SAR2_P005_15T122_2018_03_12-2018_03_22,49670_B,49670_blue_9_Y17SAR2_P005_15T122_2018_03_12-2018_03_22.fits,49670,197.0,0.16666667
244,49677_blue_red_7_Y17SAR2_P005_15T122_2018_05_07-2018_05_16,49677_C,49677_blue_7_Y17SAR2_P005_15T122_2018_05_07-2018_05_16.fits,49677,210.5,0.16666667
245,49677_blue_red_16_Y17SAR2_P005_15T122_2018_03_12-2018_03_22,49677_A,49677_blue_16_Y17SAR2_P005_15T122_2018_03_12-2018_03_22.fits,49677,213.0,0.33333334
246,49677_blue_red_9_Y17SAR2_P005_15T122_2018_03_12-2018_03_22,49677_B,49677_blue_9_Y17SAR2_P005_15T122_2018_03_12-2018_03_22.fits,49677,212.0,0.16666667
247,49702_blue_red_7_Y17SAR2_P005_15T122_2018_05_07-2018_05_16,49702_C,49702_blue_7_Y17SAR2_P005_15T122_2018_05_07-2018_05_16.fits,49702,69.5,0.16666667
248,49702_blue_red_9_Y17SAR2_P005_15T122_2018_03_12-2018_03_22,49702_B,49702_blue_9_Y17SAR2_P005_15T122_2018_03_12-2018_03_22.fits,49702,69.5,0.16666667
249,49702_blue_red_16_Y17SAR2_P005_15T122_2018_03_12-2018_03_22,49702_A,49702_blue_16_Y17SAR2_P005_15T122_2018_03_12-2018_03_22.fits,49702,69.5,0.16666667
250,49728_blue_red_16_Y17SAR2_P005_15T122_2018_03_12-2018_03_22,49728_A,49728_blue_16_Y17SAR2_P005_15T122_2018_03_12-2018_03_22.fits,49728,80.0,0.16666667
251,49728_blue_red_7_Y17SAR2_P005_15T122_2018_05_07-2018_05_16,49728_C,49728_blue_7_Y17SAR2_P005_15T122_2018_05_07-2018_05_16.fits,49728,85.0,0.25
252,49728_blue_red_9_Y17SAR2_P005_15T122_2018_03_12-2018_03_22,49728_B,49728_blue_9_Y17SAR2_P005_15T122_2018_03_12-2018_03_22.fits,49728,77.0,0.16666667
253,49730_blue_red_7_Y14SAR2_P002_15T062_2017_02_27-2017_03_05,49730_A,49730_blue_7_Y14SAR2_P002_15T062_2017_02_27-2017_03_05.fits,49730,159.0,0.33333334
254,49734_blue_red_10_Y14SAR2_P008_15T068_2017_02_27-2017_03_05,49734_A,49734_blue_10_Y14SAR2_P008_15T068_2017_02_27-2017_03_05.fits,49734,185.5,0.16666667
255,49753_blue_red_7_Y14SAR2_P002_15T062_2017_02_27-2017_03_05,49753_A,49753_blue_7_Y14SAR2_P002_15T062_2017_02_27-2017_03_05.fits,49753,119.0,0.16666667
256,49755_blue_red_7_Y14SAR2_P002_15T062_2017_02_27-2017_03_05,49755_A,49755_blue_7_Y14SAR2_P002_15T062_2017_02_27-2017_03_05.fits,49755,107.5,0.16666667
257,49784_blue_red_10_Y14SAR2_P008_15T068_2017_02_27-2017_03_05,49784_A,49784_blue_10_Y14SAR2_P008_15T068_2017_02_27-2017_03_05.fits,49784,255.0,0.16666667
258,49840_blue_red_7_Y14SAR2_P002_15T062_2017_02_27-2017_03_05,49840_A,49840_blue_7_Y14SAR2_P002_15T062_2017_02_27-2017_03_05.fits,49840,171.0,1.8333334
259,49857_blue_red_7_Y13SAR1_P003_15T008_2013_03_05-2013_03_17,49857_A,49857_blue_7_Y13SAR1_P003_15T008_2013_03_05-2013_03_17.fits,49857,280.0,0.16666667
260,53770_blue_red_9_Y17SAR3_P003_12T104_2018_02_12-2018_02_19,53770_A,53770_blue_9_Y17SAR3_P003_12T104_2018_02_12-2018_02_19.fits,53770,85.0,0.16666667
261,53771_blue_red_8_Y13SAR1_P015_12T014_2013_04_12-2013_04_16,53771_A,53771_blue_8_Y13SAR1_P015_12T014_2013_04_12-2013_04_16.fits,53771,124.5,4.25
262,53809_blue_red_8_Y13SAR1_P015_12T014_2013_04_12-2013_04_16,53809_A,53809_blue_8_Y13SAR1_P015_12T014_2013_04_12-2013_04_16.fits,53809,10.5,0.16666667
263,53977_blue_red_7_Y14SAR4_P005_12T067_2014_05_23-2014_06_01,53977_A,53977_blue_7_Y14SAR4_P005_12T067_2014_05_23-2014_06_01.fits,53977,6.0,0.16666667
264,54102_blue_red_7_Y15SAR3_P006_12T098_2016_03_03-2016_03_13,54102_A,54102_blue_7_Y15SAR3_P006_12T098_2016_03_03-2016_03_13.fits,54102,298.5,0.16666667
265,54198_blue_red_7_Y15SAR3_P006_12T098_2016_03_03-2016_03_13,54198_A,54198_blue_7_Y15SAR3_P006_12T098_2016_03_03-2016_03_13.fits,54198,118.5,0.16666667
266,54202_blue_red_7_Y14SAR3_P006_12T057_2016_04_04-2016_04_12,54202_A,54202_blue_7_Y14SAR3_P006_12T057_2016_04_04-2016_04_12.fits,54202,265.5,0.6666667
267,54270_blue_red_7_Y14SAR3_P006_12T057_2016_04_04-2016_04_12,54270_A,54270_blue_7_Y14SAR3_P006_12T057_2016_04_04-2016_04_12.fits,54270,150.0,1.1666666
268,54359_blue_red_7_Y14SAR3_P006_12T057_2016_04_04-2016_04_12,54359_A,54359_blue_7_Y14SAR3_P006_12T057_2016_04_04-2016_04_12.fits,54359,328.0,0.16666667
269,54375_blue_red_7_Y15SAR3_P004_12T086_2016_02_08-2016_02_14,54375_A,54375_blue_7_Y15SAR3_P004_12T086_2016_02_08-2016_02_14.fits,54375,332.0,0.16666667
270,54382_blue_red_7_Y15SAR3_P004_12T086_2016_02_08-2016_02_14,54382_A,54382_blue_7_Y15SAR3_P004_12T086_2016_02_08-2016_02_14.fits,54382,293.5,1.1666666
271,54455_blue_red_7_Y15SAR3_P004_12T086_2016_02_08-2016_02_14,54455_A,54455_blue_7_Y15SAR3_P004_12T086_2016_02_08-2016_02_14.fits,54455,200.0,2.0
272,54500_blue_red_7_Y15SAR3_P004_12T086_2016_02_08-2016_02_14,54500_A,54500_blue_7_Y15SAR3_P004_12T086_2016_02_08-2016_02_14.fits,54500,172.5,0.16666667
273,54848_blue_red_7_Y17SAR3_P004_12T105_2018_02_12-2018_02_19,54848_A,54848_blue_7_Y17SAR3_P004_12T105_2018_02_12-2018_02_19.fits,54848,242.0,0.9166667
274,54850_blue_red_7_Y17SAR3_P004_12T105_2018_02_12-2018_02_19,54850_A,54850_blue_7_Y17SAR3_P004_12T105_2018_02_12-2018_02_19.fits,54850,305.0,0.5
275,54895_blue_red_8_Y14SAR3_P008_12T059_2016_05_02-2016_05_10,54895_A,54895_blue_8_Y14SAR3_P008_12T059_2016_05_02-2016_05_10.fits,54895,121.0,0.16666667
276,54918_blue_red_7_Y17SAR3_P004_12T105_2018_02_12-2018_02_19,54918_A,54918_blue_7_Y17SAR3_P004_12T105_2018_02_12-2018_02_19.fits,54918,130.0,0.5833333
277,54921_blue_red_8_Y14SAR3_P008_12T059_2016_05_02-2016_05_10,54921_A,54921_blue_8_Y14SAR3_P008_12T059_2016_05_02-2016_05_10.fits,54921,167.0,0.16666667
278,54938_blue_red_8_Y14SAR3_P008_12T059_2016_05_02-2016_05_10,54938_A,54938_blue_8_Y14SAR3_P008_12T059_2016_05_02-2016_05_10.fits,54938,288.5,0.16666667
279,54957_blue_red_7_Y17SAR3_P004_12T105_2018_02_12-2018_02_19,54957_A,54957_blue_7_Y17SAR3_P004_12T105_2018_02_12-2018_02_19.fits,54957,1.5,0.5833333
280,55124_blue_red_8_Y14SAR3_P008_12T059_2016_05_02-2016_05_10,55124_A,55124_blue_8_Y14SAR3_P008_12T059_2016_05_02-2016_05_10.fits,55124,321.5,0.25
281,55143_blue_red_7_Y15SAR3_P004_12T089_2016_02_08-2016_02_14,55143_A,55143_blue_7_Y15SAR3_P004_12T089_2016_02_08-2016_02_14.fits,55143,102.5,1.3333334
