,catid,photometry,remge,mmge,rextinction,pamge,epsmge_re,epsmge_lw,dist2nneigh,chi2
0,6821,GAMA,5.4157443,15.489882,0.057,134.77594,0.37479904,0.24858189,6.5152574,5.35621
1,7139,GAMA,0.92183673,16.991344,0.061,89.60727,0.1923237,0.4793502,11.520583,2.9424362
2,7206,GAMA,2.6160223,16.788748,0.074,106.22249,0.29915828,0.3012539,8.480413,5.0059657
3,7289,GAMA,2.947961,15.830082,0.063,102.06984,0.21212418,0.2726519,17.719624,3.4131827
4,7715,GAMA,3.4360533,15.901606,0.044,154.55437,0.16882534,0.30872118,15.4314995,9.535113
5,7839,GAMA,4.4961843,14.781018,0.051,45.915527,0.21010824,0.27555972,18.676691,2.599986
6,7841,GAMA,2.0229325,15.855826,0.051,150.11266,0.48645523,0.5450421,8.9376135,3.9743073
7,7946,GAMA,2.4223952,16.449062,0.048,90.697205,0.190303,0.15361845,13.761435,3.6194897
8,7969,GAMA,2.858833,15.957588,0.055,160.23761,0.09790654,0.15112042,11.176197,3.8837826
9,7992,GAMA,2.1790504,16.1171,0.048,43.146347,0.26878008,0.3285246,13.079912,4.924469
10,8319,GAMA,4.7960653,17.987507,0.059,8.946869,0.30457705,0.3228845,6.507536,10.281525
11,8353,GAMA,5.170631,15.510387,0.056,168.18,0.26518884,0.31697994,14.280926,7.086851
12,8391,GAMA,1.383248,18.031559,0.057,132.261,0.06713877,0.122371435,6.183979,4.4922075
13,8404,GAMA,2.8508022,18.077185,0.057,179.4859,0.015487498,0.066057265,6.3419514,6.1094065
14,8485,GAMA,3.1580107,16.947014,0.066,2.305542,0.66833764,0.7041589,10.597223,4.051822
15,8487,GAMA,7.8337617,13.90894,0.065,89.103516,0.18869744,0.28315544,26.773565,2.3748732
16,8488,GAMA,1.3639227,16.522833,0.065,90.9492,0.04542935,0.063798666,24.903196,6.069833
17,8490,GAMA,2.9857907,17.945065,0.065,68.01672,0.25298697,0.14814699,22.460976,8.271431
18,8562,GAMA,2.9382358,18.737951,0.061,36.03174,0.27316985,0.30771673,9.315466,7.2537537
19,8570,GAMA,7.493775,16.497244,0.062,44.380005,0.32672963,0.33377838,12.286778,12.490735
20,8703,GAMA,5.6196012,14.184933,0.074,134.6732,0.54723185,0.49377805,28.596731,1.2311698
21,8706,GAMA,6.704786,14.844292,0.067,53.968094,0.67327756,0.6114841,28.63213,3.119535
22,8865,GAMA,1.5698985,16.60446,0.059,19.795425,0.041806415,0.11306453,19.939163,5.8046417
23,8913,GAMA,1.9911563,17.93007,0.058,57.944855,0.3243175,0.34720498,10.5172615,6.47935
24,9032,GAMA,2.2599554,17.094889,0.047,19.154327,0.07520614,0.053052902,11.65467,4.2537613
25,9062,GAMA,2.266016,14.763642,0.052,166.28299,0.34124672,0.5309209,18.516182,1.1584454
26,9067,GAMA,2.8098586,17.36705,0.049,140.55977,0.5080644,0.609352,14.381503,4.695853
27,9112,GAMA,3.5557063,16.953924,0.047,113.97917,0.45725587,0.35777527,4.4571385,6.435775
28,9115,GAMA,2.2173448,17.711855,0.044,109.79471,0.31893358,0.35705453,14.275061,5.774612
29,9163,GAMA,12.429646,14.28156,0.044,107.35965,0.6034263,0.65706086,22.426447,2.5993898
30,9352,GAMA,1.5038751,17.044104,0.07,110.37627,0.14503922,0.34775978,11.664453,3.0735278
31,14552,GAMA,1.7499462,15.883116,0.079,176.05502,0.2528679,0.44666076,16.551609,3.0338023
32,14555,GAMA,3.1233475,16.690289,0.083,117.16257,0.498222,0.43259615,7.738049,7.103944
33,14697,GAMA,2.5140681,16.514202,0.086,163.83267,0.44176134,0.2691996,15.837115,5.214479
34,14812,GAMA,4.360161,15.105043,0.081,103.66557,0.23137961,0.24183303,18.455326,2.2924407
35,15165,GAMA,3.8445387,15.536022,0.089,140.89911,0.071766526,0.11108488,11.76874,2.4512494
36,15218,GAMA,6.559853,16.5415,0.087,115.96318,0.38444418,0.44965255,12.594732,7.0809464
37,15220,GAMA,1.5628057,17.198452,0.086,145.57278,0.32783055,0.44741386,14.954319,5.6306024
38,15481,GAMA,4.5405436,14.792027,0.06,15.875702,0.0349203,0.031626046,25.534,1.3781955
39,15847,GAMA,3.0110085,17.319942,0.076,148.8685,0.41258702,0.42193615,10.944454,6.4826884
40,15898,GAMA,5.560201,15.105284,0.081,146.60956,0.6962029,0.5565956,13.178491,5.6052885
41,16022,GAMA,1.581067,16.434038,0.088,44.95157,0.03922353,0.11902952,13.382098,2.9549432
42,16026,GAMA,1.348231,16.649267,0.088,157.56332,0.38155922,0.5468187,13.682473,2.86873
43,16242,GAMA,4.8374166,15.228622,0.084,158.6463,0.34307495,0.19168293,16.030027,2.396593
44,16294,GAMA,3.8626466,17.335384,0.082,133.30885,0.7001879,0.7384937,16.926065,4.511541
45,16310,GAMA,1.8122141,19.689886,0.083,23.451385,0.41431972,0.52597535,8.686372,4.26369
46,16317,GAMA,3.927851,14.883888,0.085,135.73447,0.40502077,0.39766103,22.994959,1.7239381
47,16392,GAMA,0.9724464,18.079138,0.086,34.225662,0.18897602,0.20480132,16.243288,3.0321991
48,16426,GAMA,3.02031,18.257957,0.085,13.386841,0.032015033,0.015509129,9.544596,7.5925393
49,16429,GAMA,1.4247239,17.58557,0.083,143.88849,0.30509844,0.41860723,9.591963,4.075798
50,16430,GAMA,3.000882,17.562325,0.094,20.325607,0.36895758,0.32881135,27.609943,4.6237063
51,16487,GAMA,2.24434,18.011362,0.096,89.86847,0.48878622,0.56484246,6.8921275,3.574006
52,16525,GAMA,1.1425194,16.864746,0.096,117.33699,0.10784932,0.10199058,8.485439,5.3685265
53,16526,GAMA,2.2249396,16.76816,0.096,29.979996,0.0,0.0,8.485439,9.430541
54,16828,GAMA,14.858561,14.3468075,0.104,56.178024,0.5223277,0.44808263,15.534358,3.2597945
55,16863,GAMA,9.226341,14.735305,0.102,67.009995,0.8348883,0.565308,17.746538,2.235014
56,16920,GAMA,2.7605872,19.422422,0.116,134.9,1.110223e-16,-1.1920929e-07,4.2426405,10.901251
57,16926,GAMA,1.5413442,16.519682,0.108,34.707474,0.33315802,0.6113253,9.23459,3.2726455
58,16948,GAMA,4.1281166,17.000738,0.109,15.920166,0.19542795,0.100880325,17.4572,4.0487914
59,17273,GAMA,3.4757855,16.340702,0.103,90.37004,0.27731827,0.29319835,15.1104355,4.4698415
60,17314,GAMA,3.206858,15.785417,0.112,143.01932,0.3754071,0.21865475,10.29672,4.402771
61,17390,GAMA,2.4690208,16.03016,0.11,132.7207,0.15052485,0.1882127,24.12273,3.536355
62,21836,GAMA,2.0493834,18.625725,0.059,102.118805,0.33091235,0.35624802,13.002477,5.4393134
63,21979,GAMA,4.652496,17.968597,0.047,55.349,0.2630284,0.274042,9.033578,10.282144
64,22175,GAMA,3.325413,17.994635,0.04,177.25629,0.49784312,0.51616126,21.81447,6.8720026
65,22178,GAMA,3.3016162,18.257256,0.045,10.960571,0.45920008,0.2400521,11.347164,8.437261
66,22582,GAMA,2.6176996,15.610695,0.049,124.32768,0.16979446,0.19151485,13.304367,2.7390633
67,22595,GAMA,3.0709546,15.564805,0.048,30.339676,0.3414588,0.34471226,14.7776165,4.4075127
68,22633,GAMA,4.321794,16.010496,0.044,12.876038,0.37981272,0.19058973,9.198201,9.106374
69,22839,GAMA,2.6272728,17.33868,0.036,44.043335,0.5460319,0.6600955,13.802018,3.969463
70,22862,GAMA,3.9343874,17.955248,0.035,44.679993,0.18972212,0.22946554,6.5207934,8.533581
71,22887,GAMA,4.057598,15.219921,0.039,138.43878,0.50872904,0.43676364,14.454724,9.192277
72,22932,GAMA,4.308835,16.864985,0.04,6.971878,0.0206548,0.018526673,10.801847,9.076466
73,23070,GAMA,2.0313065,16.158478,0.05,126.16,0.17847204,0.31101704,13.9203,5.386425
74,23075,GAMA,2.512215,16.102228,0.05,168.69402,0.42270854,0.48703694,7.646656,2.362234
75,23082,GAMA,2.1803808,15.702561,0.05,123.479996,0.06501146,0.07706463,9.561077,4.2664704
76,23117,GAMA,4.2437434,15.384232,0.05,29.621033,0.23523152,0.28537953,17.667479,2.092877
77,23225,GAMA,5.7421513,14.526396,0.042,125.15662,0.0851864,0.10312706,28.560413,5.5680003
78,23259,GAMA,4.1148443,17.18425,0.04,89.47,0.6039558,0.36921597,6.3660803,2.7829418
79,23265,GAMA,3.0652578,15.89386,0.041,96.96275,0.09916215,0.09574306,13.504506,3.9268022
80,23337,GAMA,5.0958834,15.713165,0.04,138.88469,0.24870272,0.24490571,19.69225,2.1331768
81,23341,GAMA,2.5410497,15.951674,0.04,126.19336,0.12784618,0.17397797,16.595781,1.5340902
82,23519,GAMA,2.3229866,19.143965,0.056,40.0502,0.0105140805,0.0,10.150594,6.506092
83,23565,GAMA,3.2029555,15.60585,0.059,43.728607,0.4037321,0.3937077,13.660656,2.2908726
84,23578,GAMA,2.6356618,18.152102,0.06,44.07756,0.6872826,0.5113034,7.202795,5.682717
85,23591,GAMA,1.2321348,17.65836,0.063,108.79739,0.09885562,0.114494205,11.173114,3.9961166
86,23593,GAMA,1.6000882,18.102001,0.063,75.187256,0.27669084,0.27182406,15.500738,6.9099483
87,23619,GAMA,2.1172497,15.9438715,0.066,72.01018,0.29322052,0.45150864,11.074892,2.46746
88,23623,GAMA,7.827823,15.0232,0.065,12.398956,0.36636525,0.32870328,15.319287,2.5056725
89,23669,GAMA,4.6199946,17.446726,0.065,13.003815,0.5220872,0.41229367,5.6667137,8.994676
90,23737,GAMA,2.05487,19.282143,0.061,6.695114,0.07796606,0.09568769,4.052619,6.6578317
91,23865,GAMA,5.9339485,17.056793,0.073,122.850784,0.71827424,0.4223671,13.668862,7.8011427
92,23868,GAMA,1.7496492,17.642262,0.08,17.575958,0.18614705,0.21578407,11.628975,4.3146396
93,24013,GAMA,4.446703,14.966016,0.061,82.24469,0.11063192,0.05493605,15.62627,10.736525
94,24414,GAMA,3.9900167,18.393463,0.052,174.81073,0.18548626,0.17539698,7.4208145,13.725495
95,24433,GAMA,1.9961911,17.164688,0.048,40.187653,0.66798085,0.6702776,12.134306,2.2179747
96,28654,GAMA,2.8927565,17.328379,0.094,67.17256,0.1759973,0.22429478,9.808001,4.676725
97,28738,GAMA,1.9945425,16.298597,0.083,60.92749,0.32460403,0.33247566,10.34724,3.2293024
98,28860,GAMA,4.0402503,15.969011,0.068,72.03,0.62068564,0.6501068,32.244343,1.7251198
99,30346,GAMA,8.960654,13.683343,0.038,38.431183,0.2997932,0.30144185,24.480997,1.6062746
100,30361,GAMA,3.5047207,14.998143,0.05,127.87741,0.22370693,0.27394593,19.02816,1.8892779
101,30377,GAMA,2.9394877,18.91927,0.042,151.3767,0.33481684,0.16203845,10.704521,8.637722
102,30469,GAMA,3.5995476,15.482262,0.043,108.929016,0.1887454,0.24531305,15.77569,2.7936091
103,30472,GAMA,2.2752514,19.124578,0.043,122.39595,0.41889864,0.5669923,7.77539,4.7789454
104,30615,GAMA,2.8741658,15.63902,0.042,5.3651886,0.10929935,0.17824411,13.61531,2.5074937
105,30784,GAMA,2.041277,19.957808,0.044,57.837585,2.220446e-16,0.0,1.6900514,5.574351
106,30786,GAMA,2.2996688,16.34076,0.052,7.203705,0.57308036,0.65657115,18.07684,3.4603872
107,30847,GAMA,3.1809623,15.51011,0.046,119.78618,0.2144263,0.18165624,14.556186,2.718543
108,30890,GAMA,5.7795925,14.89584,0.048,114.951065,0.38961926,0.3738339,22.217472,1.5053737
109,30913,GAMA,2.1671853,17.90405,0.046,135.50821,0.10848941,0.14793956,17.862314,5.4526615
110,30914,GAMA,3.273555,18.470194,0.045,107.27426,0.36136422,0.14381123,11.734252,12.978301
111,30916,GAMA,8.60376,13.61639,0.046,72.03035,0.7212618,0.65422475,18.81352,2.3288586
112,31079,GAMA,2.763763,16.01713,0.055,73.04425,0.36609355,0.528437,20.46421,4.0371013
113,31129,GAMA,4.2724175,15.837384,0.059,116.337326,0.4302305,0.36699897,10.810978,5.499819
114,31353,GAMA,1.5497656,19.214731,0.056,86.90961,0.028365176,0.09271324,17.473677,2.7349942
115,31448,GAMA,2.2909346,16.544268,0.045,179.7405,0.23283325,0.3636915,13.93465,5.2476244
116,31452,GAMA,5.9043756,15.321793,0.055,119.058914,0.73032963,0.58038294,15.143896,2.7329297
117,31509,GAMA,3.4386055,18.088047,0.057,77.36676,0.6731633,0.38872403,9.284953,5.1003456
118,31620,GAMA,6.679586,14.154099,0.073,39.916275,0.7304962,0.72682756,20.617956,1.1634643
119,31623,GAMA,3.1156335,15.411515,0.065,174.49518,0.16963808,0.37177444,17.767044,2.2549489
120,31725,GAMA,2.806035,18.843859,0.046,68.19374,0.0,0.0,6.2299147,8.958712
121,31912,GAMA,1.6182712,16.63327,0.045,46.363815,0.27333435,0.48234046,20.057755,2.865431
122,31939,GAMA,3.6263416,16.430882,0.05,45.929993,0.6763505,0.5273398,19.446516,2.6838272
123,32136,GAMA,6.3710594,17.314472,0.047,76.80231,0.34974778,0.35482538,17.043755,13.500382
124,32196,GAMA,3.472259,15.525139,0.046,89.24887,0.07896295,0.19682252,21.73918,2.076466
125,32249,GAMA,4.4236665,17.674599,0.046,168.64587,0.30211103,0.12998068,20.259007,4.984787
126,32274,GAMA,3.3988392,17.10174,0.049,90.22597,0.39833,0.29467213,20.240858,3.5832603
127,32295,GAMA,4.071291,17.277977,0.048,42.12442,0.7301081,0.70449626,12.748336,6.5504003
128,32322,GAMA,5.682877,17.25805,0.055,150.93896,0.0019556058,0.0010257959,6.2923822,10.194565
129,32362,GAMA,9.1638155,13.734337,0.068,138.5665,0.4177159,0.41287434,24.197006,3.3271203
130,36880,GAMA,4.527109,15.541075,0.136,158.15,0.37116748,0.404087,13.078474,1.1575952
131,36894,GAMA,3.6397405,17.317608,0.125,120.18997,0.7540539,0.55319417,13.549486,2.0975444
132,36923,GAMA,6.1907506,17.2665,0.128,166.34805,0.21244359,0.081663966,21.62537,6.288561
133,37050,GAMA,4.669871,17.186712,0.096,78.74893,0.32385355,0.19345427,11.848368,3.7524192
134,37064,GAMA,4.3420434,15.413571,0.113,123.48346,0.24598925,0.25248778,7.5355167,3.3945467
135,39057,GAMA,4.958871,14.146081,0.04,84.426025,0.037409242,0.0790689,27.232252,0.8544605
136,39108,GAMA,2.3290217,18.98855,0.04,45.206604,0.049463633,0.0,10.65149,6.9229436
137,39131,GAMA,2.6039224,19.134628,0.042,118.729996,3.330669e-16,0.0,5.166999,10.638791
138,39145,GAMA,1.6759241,15.823159,0.049,8.267426,0.15684727,0.23811245,16.635138,2.076343
139,39365,GAMA,1.8495322,16.700119,0.061,165.68478,0.30642292,0.4381535,13.585329,3.6479034
140,39475,GAMA,2.2864385,17.086134,0.052,118.729996,0.3929534,0.44268268,6.8309784,5.1605515
141,39539,GAMA,3.693369,16.826609,0.051,18.830002,0.52103627,0.5276984,4.9828215,8.302987
142,39594,GAMA,4.1533813,16.781895,0.051,114.25137,0.50232726,0.51921594,4.80793,3.4019086
143,39671,GAMA,1.4126451,17.527224,0.048,130.83426,0.06429893,0.038830638,21.479979,4.496498
144,39709,GAMA,2.1792216,16.838161,0.048,109.82973,0.40631214,0.61007845,14.364824,5.5561633
145,39742,GAMA,1.4532549,19.583384,0.048,0.14691162,0.10207201,0.28852147,6.300274,5.6858416
146,40164,GAMA,2.063877,15.518041,0.051,102.93245,0.22121432,0.37688243,15.084817,3.2083921
147,40197,GAMA,3.075247,16.082222,0.057,179.89,0.39929077,0.4106453,25.546453,1.7964381
148,40278,GAMA,16.040989,13.700023,0.054,92.491974,0.06040908,0.053095996,32.157566,2.3734047
149,40283,GAMA,8.428414,16.31162,0.058,126.66179,0.22411409,0.08969623,20.2723,6.971771
150,40419,GAMA,2.3618073,16.01979,0.056,44.710495,0.27699676,0.49880254,11.3546295,2.3311174
151,40420,GAMA,6.319504,15.890964,0.056,177.22,0.43177313,0.2596004,15.295303,4.1559176
152,40445,GAMA,5.5400023,15.538903,0.056,179.83789,0.14503114,0.24566579,22.948198,3.1243541
153,40453,GAMA,2.5442111,16.686604,0.057,55.42862,0.4381712,0.4832517,19.127731,2.4059792
154,40482,GAMA,3.0084014,17.855587,0.048,29.241226,0.12812017,0.15590167,21.37339,4.92977
155,40491,GAMA,2.0736625,16.92877,0.049,32.53932,0.121021144,0.25811005,12.923126,3.0065908
156,40765,GAMA,0.68675065,17.362896,0.049,106.89642,0.008045616,0.27767503,19.05787,3.6939607
157,40916,GAMA,8.108366,15.042077,0.049,170.83188,0.4386154,0.4211132,29.353516,1.7097219
158,41059,GAMA,5.0939603,14.83751,0.052,5.8170776,0.08095211,0.08250213,8.064812,1.6689521
159,41075,GAMA,3.093403,17.826756,0.05,156.38129,0.68937564,0.7741151,18.256243,6.1878624
160,41144,GAMA,4.849968,14.644329,0.065,147.01767,0.43990555,0.39799464,22.942434,1.376401
161,41164,GAMA,4.0312424,17.848524,0.066,134.92226,0.38957065,0.253443,7.1806264,8.855225
162,41173,GAMA,1.8778187,18.49378,0.072,48.236237,0.31250182,0.35651636,8.642843,6.192005
163,41180,GAMA,1.2695798,17.245058,0.071,90.36337,0.034379642,0.1272052,19.389383,5.000135
164,41274,GAMA,1.7410766,16.649757,0.065,122.57367,0.07831964,0.11289811,16.720995,3.7549994
165,41277,GAMA,2.0885625,17.748964,0.061,2.0752563,0.20638876,0.19819236,9.320136,3.227776
166,41302,GAMA,1.987543,17.178759,0.063,26.456543,0.44773751,0.42093098,21.392633,3.9370453
167,41354,GAMA,2.129352,17.022444,0.047,125.45,0.59994054,0.6725013,9.855326,3.7271206
168,47152,GAMA,3.0089011,15.909843,0.103,87.28723,0.12571828,0.19340014,11.97589,3.422223
169,47224,GAMA,1.3420066,17.645123,0.097,103.891815,0.16690733,0.19411689,7.365358,2.8673234
170,47245,GAMA,2.6783414,16.753317,0.094,0.67993164,0.78571934,0.66975343,18.088238,3.277321
171,47254,GAMA,3.6236906,15.011794,0.105,159.17734,0.080642104,0.050421834,20.837574,1.8750566
172,47258,GAMA,2.3999941,16.742495,0.103,98.37697,0.47542107,0.42926818,8.320398,4.27508
173,47286,GAMA,1.3843404,18.474411,0.1,53.699997,0.4598817,0.6319376,7.451072,5.2247267
174,47293,GAMA,1.4512606,16.821236,0.096,176.99292,0.20827173,0.4276945,10.947822,4.858707
175,47342,GAMA,3.9648983,15.313484,0.106,154.62228,0.55369484,0.5349315,16.691868,2.0869238
176,47460,GAMA,5.094666,14.7026825,0.111,87.18176,0.67884874,0.57657075,15.838866,2.3299603
177,47493,GAMA,2.2586641,15.859411,0.12,44.712036,0.23882821,0.29632032,23.67697,2.6022182
178,47500,GAMA,2.3566115,16.083204,0.12,149.43091,0.52494556,0.5047058,18.270216,2.936988
179,47535,GAMA,3.5093763,17.926577,0.11,33.152405,0.49990982,0.28331637,7.6937833,6.5120935
180,47652,GAMA,2.7460363,16.739462,0.099,12.765808,0.13292488,0.08557415,19.99627,3.6504445
181,47674,GAMA,3.9593692,14.065457,0.101,147.59471,0.42917895,0.45394105,24.085405,1.141227
182,48016,GAMA,1.9979236,16.91279,0.118,22.561539,0.6079502,0.63549674,7.284201,3.9848516
183,48049,GAMA,2.3841023,16.145918,0.111,81.14371,0.34107158,0.3373319,10.031752,2.6063046
184,48432,GAMA,5.433089,15.523709,0.1,110.04895,0.6895412,0.5381273,10.060904,1.6457239
185,48470,GAMA,2.6804318,15.75191,0.097,57.88022,0.09923629,0.09124136,18.481152,2.7038755
186,48506,GAMA,2.341957,16.667313,0.103,174.18,0.7422929,0.754536,8.245081,4.5274215
187,48548,GAMA,3.0385306,15.915614,0.102,44.385437,0.2497977,0.22462285,16.327246,2.8619733
188,48681,GAMA,2.1370482,15.863527,0.104,32.93123,0.26663682,0.33278698,15.276149,3.4205582
189,48740,GAMA,1.8899463,16.850868,0.096,16.856812,0.555708,0.58743316,13.032894,4.6370554
190,48969,GAMA,3.7886767,16.660042,0.084,82.7464,0.30122557,0.34790373,13.930295,4.0471525
191,49204,GAMA,3.8515654,16.89536,0.094,99.229996,0.66173023,0.54187834,10.869105,4.8432403
192,49670,GAMA,2.5299046,18.529985,0.106,162.18,0.5484688,0.30397016,11.1182165,9.195134
193,49677,GAMA,3.7170174,17.55399,0.101,32.75644,0.6962963,0.7390934,15.355142,4.8481016
194,49702,GAMA,4.3764157,15.533017,0.108,67.48999,0.42987636,0.43636608,15.009691,3.143795
195,49728,GAMA,5.7758174,16.863894,0.113,108.23555,0.46125934,0.16962099,19.402979,9.409014
196,49730,GAMA,2.3823729,16.977724,0.109,2.992218,0.0007419864,0.012523413,18.574293,4.5963984
197,49734,GAMA,2.4959428,15.825316,0.108,7.0343323,0.54795843,0.6417169,14.642215,4.086145
198,49753,GAMA,4.1180286,17.502218,0.111,113.62851,0.48383868,0.39368677,4.428412,4.9042325
199,49755,GAMA,1.931304,17.953285,0.103,122.60193,0.31679484,0.29572344,7.1546254,4.534709
200,49784,GAMA,1.9787163,16.182064,0.107,131.50737,0.20807537,0.26564062,18.575369,2.8211877
201,49840,GAMA,3.329629,18.213013,0.108,140.11166,0.17487025,0.201931,8.525303,8.1178
202,49857,GAMA,3.767861,17.210072,0.111,79.020004,0.46469077,0.26240677,7.516527,15.633635
203,53770,GAMA,1.750461,15.9459505,0.046,86.51123,0.25173506,0.3054369,9.156387,2.0311203
204,53771,GAMA,1.3835213,18.248571,0.038,135.47388,0.2534189,0.25248784,10.582538,2.8673413
205,53809,GAMA,2.386446,17.013603,0.048,10.035614,0.3031801,0.35577196,14.208008,2.6365566
206,53977,GAMA,3.469704,16.015053,0.053,18.18863,0.19920978,0.19244099,14.485215,2.4167655
207,54102,GAMA,6.7765727,14.605812,0.071,118.39046,0.4562658,0.44297427,29.834986,1.397616
208,54198,GAMA,5.572406,15.4376955,0.059,121.31311,0.67721045,0.70912254,15.738896,2.26495
209,54202,GAMA,2.3533516,15.728053,0.056,126.353516,0.11821978,0.13825679,21.095333,2.5354784
210,54270,GAMA,4.197011,15.369583,0.05,119.32468,0.06303958,0.095317125,12.283269,2.3023593
211,54359,GAMA,4.9739394,15.514089,0.05,160.28752,0.11912801,0.12543833,28.356426,1.641977
212,54375,GAMA,3.9096322,15.775726,0.058,134.10686,0.29945508,0.15086186,23.444468,5.8565474
213,54382,GAMA,1.8005658,17.672888,0.046,125.73163,0.21108936,0.26528573,17.693678,4.3665776
214,54455,GAMA,6.0229697,16.85129,0.052,3.79776,0.52893186,0.25520545,14.118431,9.842434
215,54500,GAMA,3.0452127,16.143217,0.05,3.8859863,0.10266642,0.20725918,19.280794,4.0266857
216,54848,GAMA,1.387951,18.320429,0.067,94.65837,0.19588451,0.17758864,8.030891,4.3413415
217,54895,GAMA,4.4151683,16.680338,0.064,114.72467,0.8611748,0.81853807,23.36524,2.5240963
218,54918,GAMA,3.4152095,15.696631,0.064,52.98474,0.06648734,0.07018328,5.443496,2.363015
219,54921,GAMA,2.4791164,16.267889,0.065,179.68341,0.071563125,0.25735784,19.245728,3.4920845
220,54938,GAMA,1.4948922,18.714052,0.063,85.92755,0.27481225,0.35737765,8.929047,4.8017144
221,54957,GAMA,1.9129642,16.860502,0.066,0.17660522,0.4107425,0.46071124,11.698109,2.7878697
222,55124,GAMA,2.7476683,18.349817,0.055,160.14746,0.3047486,0.36235464,11.277279,5.0258474
223,55143,GAMA,9.8108015,12.851481,0.054,19.722595,0.07136165,0.084118724,9.174719,0.32082388
224,55150,GAMA,4.099261,15.360952,0.06,16.475342,0.13164438,0.13721716,28.66036,1.8437041
225,55160,GAMA,5.5322766,17.582544,0.055,76.259995,0.51543,0.51886284,12.039171,15.800597
226,55227,GAMA,4.687552,17.898132,0.062,77.715454,0.18794808,0.20996004,9.569595,10.85984
227,55245,GAMA,2.4695334,15.255677,0.06,135.79485,0.14554839,0.24656415,15.629738,2.9342532
228,55287,GAMA,3.1128092,17.589386,0.053,13.8611145,0.21395123,0.17254376,18.455029,5.0272512
229,55346,GAMA,2.7928836,17.31866,0.047,28.887512,0.31483695,0.3667407,10.959587,3.7559893
230,55367,GAMA,3.5255036,18.501703,0.043,142.63504,0.07273429,0.09406108,8.278302,7.8264823
231,55372,GAMA,2.6673355,16.68207,0.046,44.252457,0.60086906,0.5127747,11.19942,2.7852108
232,55537,GAMA,3.1912885,16.618107,0.057,172.66145,0.54549086,0.49769843,13.983996,3.020984
233,55648,GAMA,1.9820148,17.701586,0.048,104.899994,0.25953478,0.32042444,8.71848,4.4909835
234,55684,GAMA,2.3106813,16.973314,0.05,21.967987,0.075709045,0.017013013,18.26906,4.1846724
235,55905,GAMA,5.9729476,16.845257,0.044,48.390427,0.46098104,0.48136097,10.178774,7.3304777
236,56055,GAMA,1.0505673,17.397703,0.049,97.22923,0.0040110676,0.03852892,18.187416,3.7305408
237,56061,GAMA,2.0657823,17.869417,0.051,166.11981,0.27707118,0.35492384,19.334192,3.5587096
238,56064,GAMA,4.7240653,15.394974,0.051,170.79819,0.406553,0.20845497,18.929169,3.6721315
239,56140,GAMA,2.407827,15.077606,0.061,14.908356,0.30688396,0.2724005,20.822412,2.6821046
240,56181,GAMA,1.5915858,16.151083,0.056,78.25479,0.12939379,0.15581238,15.43962,3.256265
241,56183,GAMA,3.4941096,16.626007,0.052,170.688,0.024791468,0.07284582,15.323111,7.188583
242,62145,GAMA,9.2792,14.426309,0.115,117.850006,0.15025541,0.14976394,29.702414,4.1881976
243,62239,GAMA,4.6709456,15.135313,0.087,36.28662,0.07659077,0.062120855,17.95425,1.5077161
244,62244,GAMA,0.89437544,17.06897,0.085,161.10107,0.16751465,0.17307746,6.9765286,4.240383
245,62412,GAMA,3.5266082,16.947557,0.11,59.89746,0.86068183,0.8180357,17.077133,3.4250414
246,62435,GAMA,2.6132045,16.89251,0.109,36.75679,0.112179644,0.1737901,16.052021,3.0953982
247,62593,GAMA,2.4875526,16.940866,0.102,43.58,0.6382681,0.46818757,3.3638206,10.0097275
248,62718,GAMA,2.5575361,16.732067,0.106,14.118057,0.20515275,0.21075612,13.694122,3.730928
249,63027,GAMA,2.1068175,16.816975,0.088,107.630005,0.18481359,0.4017489,4.5420856,3.1145697
250,63210,GAMA,1.9023072,16.825684,0.099,8.0915985,0.3095457,0.2260499,9.992378,4.2313747
251,63276,GAMA,2.631839,16.502308,0.09,160.46045,0.31300682,0.40373844,17.285933,7.2225885
252,63302,GAMA,3.4085205,16.391014,0.087,4.6934814,0.6512132,0.7049886,16.149242,3.5974715
253,63305,GAMA,1.8771006,15.508256,0.083,19.20813,0.35876432,0.41743505,8.164093,3.0960932
254,63389,GAMA,3.7508495,16.497583,0.087,140.91147,0.3745521,0.3333022,9.345518,2.0860355
255,63777,GAMA,5.777379,15.513816,0.1,115.14404,0.025684258,0.05736327,18.144917,2.5326304
256,63779,GAMA,3.0448465,16.63214,0.1,121.29695,0.72552365,0.682781,18.18786,2.1924455
257,63780,GAMA,2.1972427,16.422588,0.103,147.24847,0.047237404,0.08706164,13.423281,3.816497
258,63855,GAMA,7.507323,15.967428,0.096,45.199875,0.04230908,0.017339766,11.883942,7.3499722
259,63997,GAMA,4.2307887,15.772328,0.105,38.232574,0.23910943,0.18520105,13.496272,4.768012
260,64087,GAMA,1.9737415,16.4531,0.1,20.870361,0.29578555,0.43409753,9.90592,2.8410127
261,64553,GAMA,16.767408,12.113182,0.085,99.4478,0.3791319,0.32563257,8.229435,2.8941724
262,64646,GAMA,5.388065,14.309853,0.088,60.099365,0.52027905,0.5190546,11.812132,1.8622429
263,64758,GAMA,9.264951,16.506166,0.089,97.759995,0.5710102,0.4702956,14.496088,13.755818
264,65237,GAMA,3.9671412,17.787714,0.107,15.363678,0.29308185,0.10976231,10.069095,9.268799
265,65278,GAMA,2.673901,18.052631,0.104,56.32927,0.5959417,0.65299815,5.7568903,8.591925
