,catid,ra_obj,dec_obj,z_spec,fillflag
595,40974,183.77611,-0.7201,0.12419,50
596,585212,181.64594,-0.03133,0.1158,50
597,514217,140.49898,2.68654,0.12421,50
598,3622967,130.78002,-0.74254,0.11577,50
599,107017,218.10258,0.84476,0.12423,50
600,15036,213.8217,0.71787,0.12423,50
601,49150,219.78464,-0.80815,0.11576,50
602,40082,179.64834,-0.73891,0.12424,50
603,107427,219.94062,0.90633,0.11575,50
604,586641,185.77148,-0.08978,0.11575,50
605,209387,133.22895,0.02368,0.12425,50
606,8602,183.02433,0.79425,0.12426,50
607,585704,184.15596,-0.07777,0.12428,50
608,31593,180.39543,-1.09885,0.11572,50
609,297533,216.1906,1.37323,0.12428,50
610,202784,131.13852,-0.36326,0.11572,50
611,301884,135.52518,1.41304,0.11571,50
612,585591,183.49789,-0.16766,0.12429,50
613,585281,182.0842,-0.03549,0.11566,50
614,592564,213.48305,-0.03404,0.12434,50
615,47611,213.46557,-0.78598,0.12435,50
616,417862,133.84263,2.38658,0.11563,50
617,372013,133.86215,0.99231,0.12438,50
618,322871,129.23263,1.48264,0.12439,50
619,15068,214.04809,0.74362,0.12439,50
620,929614,183.01701,0.35245,0.12439,50
621,372624,136.76461,1.0444,0.1244,50
622,376901,135.64278,1.42125,0.11559,50
623,250830,216.14705,1.9349,0.11558,50
624,16755,219.95283,0.78807,0.11556,50
625,14753,212.91037,0.70528,0.12445,50
626,323709,132.92924,1.67797,0.12448,50
627,535714,179.09461,-0.98452,0.1245,50
628,249607,212.25012,2.12355,0.11549,50
629,53775,175.07214,-0.26207,0.12453,50
630,301904,135.60315,1.38387,0.11542,50
631,170683,175.54069,-2.36656,0.1246,50
632,55767,183.42512,-0.26076,0.12461,50
633,297578,216.33095,1.49032,0.12461,50
634,14773,212.88223,0.74401,0.12462,50
635,84936,180.20744,0.45685,0.12464,50
636,512756,219.96758,-1.18275,0.11534,50
637,569704,220.00993,-0.48114,0.11533,50
638,186317,183.93438,-1.57772,0.12467,50
639,484974,213.54128,-1.9446,0.12467,50
640,382146,135.41915,2.02351,0.12467,50
641,92570,216.8556,0.59727,0.11531,50
642,64004,217.78348,-0.26937,0.12469,50
643,221241,185.24985,1.47309,0.1247,50
644,130103,175.94929,-2.07799,0.1247,50
645,99431,182.81469,1.01387,0.12473,50
646,105578,212.63886,0.88764,0.12474,50
647,107165,218.75902,0.98669,0.12475,50
648,601157,138.71127,0.27928,0.12477,50
649,54463,178.20554,-0.37983,0.1248,50
650,40079,179.61471,-0.66009,0.12482,50
651,560198,179.58327,-0.53713,0.12485,50
652,372006,133.90317,0.97625,0.12487,50
653,492148,215.02809,-1.44057,0.12487,50
654,536100,180.56281,-0.97892,0.11512,50
655,422500,131.18483,2.68858,0.11512,50
656,583975,177.58685,-0.08128,0.12488,50
657,62852,213.80068,-0.29232,0.12488,50
658,318616,211.67205,1.83855,0.12489,50
659,30663,176.33132,-1.08593,0.12489,50
660,750130,185.08001,0.71982,0.11509,50
661,23743,182.83851,1.06385,0.12491,50
662,107205,218.83208,0.99806,0.12492,50
663,618348,215.40438,0.36847,0.12492,50
664,423140,134.16485,2.86819,0.12492,50
665,77391,213.13555,0.04381,0.12493,50
666,55959,184.15513,-0.24881,0.12493,50
667,14822,212.93985,0.72642,0.12495,50
668,346679,134.67063,2.07824,0.12498,50
669,16203,217.87451,0.80828,0.12499,50
670,288711,179.81308,1.81358,0.12499,50
671,228793,218.83804,1.11837,0.12499,50
672,164533,177.97672,-2.83761,0.12501,50
673,106521,216.53497,0.90822,0.12504,50
674,387169,135.47209,2.38738,0.12505,50
675,78344,216.58917,0.1437,0.11494,50
676,535050,176.33125,-0.84828,0.12506,50
677,91991,214.51436,0.51153,0.12507,50
678,130263,176.57741,-2.2151,0.11492,50
679,592634,213.65949,-0.07192,0.12508,50
680,23084,180.21318,1.14557,0.12509,50
681,125516,184.40984,-2.58707,0.1251,50
682,163952,175.68175,-2.7831,0.11489,50
683,491595,212.48097,-1.47461,0.11487,50
684,273746,185.12866,1.42167,0.12516,50
685,125656,185.1444,-2.65501,0.11482,50
686,610842,181.82563,0.40312,0.11481,50
687,8079,180.45096,0.69391,0.12519,50
688,64006,217.78618,-0.2623,0.1252,50
689,62862,213.83579,-0.36117,0.12523,50
690,125515,184.37107,-2.58336,0.12525,50
691,265024,211.59788,2.90625,0.12526,50
692,77541,213.65136,0.15758,0.12527,50
693,106471,216.35049,0.91399,0.12528,50
694,560075,179.16325,-0.5267,0.12529,50
695,422208,129.90395,2.60074,0.1147,50
696,423055,133.72083,2.86851,0.1147,50
697,507761,214.39787,-1.7111,0.1253,50
698,118949,184.85492,-2.97789,0.12531,50
699,31533,180.06009,-1.22805,0.11466,50
700,23749,182.92047,1.11452,0.12534,50
701,164058,176.22785,-2.79741,0.11465,50
702,98068,176.06493,0.86353,0.12536,50
703,106719,217.02674,0.89442,0.11464,50
704,106644,216.71157,0.95425,0.12537,50
705,610346,179.84106,0.22618,0.1254,50
706,239749,218.79478,1.63357,0.11459,50
707,107163,218.73799,1.01358,0.12542,50
708,7210,176.21412,0.75803,0.12543,50
709,227146,212.37551,1.26397,0.11455,50
710,422502,131.21383,2.69792,0.11455,50
711,592543,213.39272,-0.02842,0.12546,50
712,55686,183.1466,-0.25168,0.12546,50
713,543670,212.4135,-0.88891,0.11451,50
714,592883,214.48185,-0.16633,0.12549,50
715,105919,213.86607,0.86347,0.1255,50
716,239190,216.81683,1.56793,0.1255,50
717,197449,135.38089,-0.68658,0.1145,50
718,509196,220.0659,-1.50874,0.11447,50
719,227147,212.37901,1.19758,0.11447,50
720,47940,215.196,-0.83757,0.12553,50
721,28853,216.24427,1.05345,0.12555,50
722,92630,217.00529,0.59663,0.12556,50
723,47790,214.2369,-0.78228,0.12556,50
724,592878,214.45252,-0.18167,0.12557,50
725,610300,179.68114,0.24516,0.12557,50
726,642066,140.68928,-1.24946,0.11442,50
727,3877988,131.44089,-1.34249,0.12561,50
728,32063,183.02862,-1.07271,0.11438,50
729,273300,183.04042,1.39925,0.12562,50
730,197442,135.31265,-0.78985,0.11438,50
731,485092,213.95266,-1.85225,0.12564,50
732,106178,215.06628,1.04764,0.12565,50
733,14605,212.29036,0.76281,0.11434,50
734,144492,180.29231,-1.29281,0.12567,50
735,14472,211.71583,0.63936,0.11432,50
736,14978,213.57161,0.64001,0.11432,50
737,137031,176.84637,-1.75638,0.11432,50
738,14979,213.59294,0.72278,0.1143,50
739,324803,137.39031,1.76351,0.12571,50
740,493212,220.00338,-1.32052,0.11429,50
741,230423,179.81115,1.9373,0.12574,50
742,163961,175.77103,-2.83059,0.12575,50
743,85587,183.12399,0.62109,0.12577,50
744,92016,214.57559,0.44164,0.12578,50
745,3589554,136.88281,-1.73079,0.12581,50
746,55330,181.64649,-0.41403,0.11417,50
747,77305,212.94544,0.02941,0.11416,50
748,367326,221.36744,2.99885,0.11416,50
749,221136,184.7234,1.50032,0.11416,50
750,518059,134.85133,2.72897,0.11415,50
751,559183,175.98729,-0.44402,0.11414,50
752,54328,177.56837,-0.39629,0.11413,50
753,106182,215.08241,1.03187,0.12589,50
754,544369,215.1942,-0.89252,0.1259,50
755,39998,179.24119,-0.74055,0.12594,50
756,460728,213.59505,-1.66423,0.11406,50
757,37010,214.46591,-1.07131,0.12595,50
758,830372,182.35764,1.84909,0.12596,50
759,511431,214.17404,-1.65904,0.12598,50
760,116884,176.40255,-2.92384,0.11401,50
761,251308,218.19142,2.04043,0.11399,50
762,289448,182.35694,1.85009,0.12602,50
763,288801,180.18727,1.86156,0.12603,50
764,584462,179.44711,-0.18532,0.12604,50
765,40014,179.28011,-0.8022,0.12604,50
766,99609,183.60204,0.989,0.12605,50
767,568391,214.8784,-0.51358,0.12605,50
768,15343,215.27163,0.79904,0.12606,50
769,611106,183.31861,0.21675,0.12607,50
770,62531,213.29912,-0.39935,0.12607,50
771,62582,213.43187,-0.27393,0.12607,50
772,15669,216.50617,0.82802,0.12607,50
773,559808,178.40563,-0.6009,0.12608,50
774,249670,212.59152,2.01055,0.12611,50
775,106390,215.90326,0.99447,0.12611,50
776,106723,217.08767,0.93658,0.12611,50
777,107154,218.70093,0.88133,0.12613,50
778,610762,181.67618,0.25374,0.12614,50
779,55801,183.56558,-0.31778,0.12614,50
780,92067,214.88036,0.60846,0.12615,50
781,742780,179.68931,-1.03846,0.12618,50
782,123513,176.37112,-2.5082,0.12619,50
783,179667,185.93703,-1.92369,0.1138,50
784,165802,183.35508,-2.82555,0.11379,50
785,179588,185.63902,-2.02551,0.11379,50
786,47974,215.29548,-0.78685,0.12626,50
787,14981,213.60415,0.67185,0.11373,50
788,15387,215.40411,0.72088,0.12631,50
789,77448,213.33209,0.14554,0.12633,50
790,493208,219.96672,-1.26624,0.11364,50
791,130033,175.60715,-2.21893,0.12637,50
792,47569,213.38496,-0.76704,0.12638,50
793,144368,179.84302,-1.2592,0.11361,50
794,219871,179.50737,1.61335,0.1264,50
795,106132,215.02615,1.0286,0.1264,50
796,164109,176.38042,-2.71651,0.1136,50
797,367325,221.36682,2.99552,0.11359,50
798,521582,129.97438,2.85162,0.11358,50
799,227117,212.26782,1.27025,0.12642,50
800,48005,215.42545,-0.71863,0.12643,50
801,230523,180.1876,1.86223,0.12644,50
802,343888,222.54464,2.02522,0.11351,50
803,518041,134.77428,2.60201,0.1135,50
804,14517,211.88747,0.63095,0.1135,50
805,22353,177.22638,1.09879,0.1265,50
806,367324,221.36648,2.99823,0.1135,50
807,106119,214.83621,0.8802,0.12652,50
808,15340,215.26436,0.67026,0.12652,50
809,215337,133.65466,0.62576,0.11346,50
810,106135,214.93246,0.99746,0.12654,50
811,517016,130.40022,2.39752,0.11343,50
812,567802,213.22604,-0.53756,0.12658,50
813,535506,178.30114,-1.0289,0.1266,50
814,107115,218.57052,0.88356,0.12661,50
815,77402,213.13593,0.09839,0.12661,50
816,252158,222.53483,1.86669,0.11336,50
817,560200,179.61119,-0.55253,0.12664,50
818,15333,215.17817,0.78271,0.12668,50
819,106339,215.57197,0.89203,0.12668,50
820,289617,182.87945,1.73053,0.12668,50
821,611785,185.84752,0.22946,0.12668,50
822,493210,219.98904,-1.39019,0.11331,50
823,54680,179.01049,-0.21802,0.11329,50
824,77336,212.97703,0.06012,0.12672,50
825,62650,213.50549,-0.24472,0.12675,50
826,63020,214.19412,-0.21573,0.12675,50
827,172760,184.08208,-2.44356,0.12677,50
828,250757,215.86709,1.99872,0.11322,50
829,656761,140.8823,-1.92761,0.1132,50
830,70337,179.50776,0.04478,0.1268,50
831,485225,214.53304,-1.79486,0.12681,50
832,177637,177.3065,-1.93811,0.12684,50
833,3586923,135.34469,-1.73372,0.11315,50
834,535795,179.51955,-1.01157,0.12686,50
835,15316,215.05669,0.7721,0.12687,50
836,485190,214.37175,-1.89238,0.12687,50
837,342662,216.79784,2.32292,0.11312,50
838,319454,214.50605,1.9283,0.12688,50
839,567569,212.16476,-0.43414,0.11311,50
840,560030,178.96329,-0.42488,0.12689,50
841,31275,179.2371,-1.2249,0.1269,50
842,298049,218.13005,1.28816,0.11307,50
843,9282,185.68769,0.82349,0.11307,50
844,117285,177.74751,-2.92345,0.12694,50
845,585236,181.88458,-0.07052,0.12696,50
846,364160,223.34058,2.47318,0.11303,50
847,585433,182.75428,-0.2045,0.12697,50
848,397206,177.23033,1.58212,0.12698,50
849,107197,218.93243,0.99947,0.12699,50
850,166157,185.30524,-2.81653,0.113,50
851,92214,215.60553,0.44674,0.11299,50
852,460348,211.84967,-1.74175,0.11299,50
853,402532,175.87429,1.91416,0.12701,50
854,63420,215.92379,-0.26479,0.12703,50
855,231234,182.83852,1.95129,0.12704,50
856,568086,213.94762,-0.56156,0.12704,50
857,165513,181.84169,-2.76048,0.12705,50
858,544174,214.29534,-0.9875,0.12705,50
859,7333,177.07065,0.78172,0.12706,50
860,144134,179.04496,-1.2668,0.12707,50
861,517170,131.21968,2.38034,0.11293,50
862,536898,183.16125,-0.89456,0.12708,50
863,460375,211.91946,-1.72949,0.11288,50
864,388282,139.41397,2.38246,0.11288,50
865,15448,215.55364,0.7498,0.12712,50
866,221372,185.81548,1.6028,0.12715,50
867,656726,140.69109,-1.91746,0.11284,50
868,124086,178.18752,-2.52879,0.12716,50
869,279388,136.95797,1.02853,0.12716,50
870,106565,216.64317,1.02239,0.12716,50
871,345528,129.92966,1.88575,0.11284,50
872,70847,181.78321,0.15652,0.11283,50
873,535588,178.6752,-0.91365,0.12717,50
874,517910,134.18068,2.66064,0.12718,50
875,364106,223.0842,2.39784,0.11282,50
876,184928,178.52272,-1.51086,0.12719,50
877,48000,215.36799,-0.64538,0.12721,50
878,249679,212.53609,2.03614,0.12722,50
879,23373,181.45122,1.10996,0.11277,50
880,53811,175.16235,-0.30592,0.11276,50
881,164023,176.16799,-2.68891,0.12724,50
882,70276,179.36493,0.09654,0.12726,50
883,504480,215.82836,-1.94521,0.12726,50
884,144133,179.03231,-1.43305,0.12726,50
885,54387,177.8597,-0.26054,0.11273,50
886,239419,217.65973,1.66716,0.11272,50
887,402517,175.59112,1.94094,0.12728,50
888,535726,179.16643,-0.98699,0.12729,50
889,319183,213.68869,1.83342,0.1273,50
890,28813,214.70842,1.05559,0.1127,50
891,137729,179.39369,-1.73384,0.1273,50
892,229393,222.37363,1.07669,0.11269,50
893,3586955,135.37767,-1.76669,0.11265,50
894,86221,185.80614,0.42328,0.12736,50
895,166245,185.59896,-2.8738,0.11262,50
896,516921,129.92329,2.27582,0.11261,50
897,402533,175.8762,1.91216,0.1274,50
898,47724,213.98962,-0.66924,0.1274,50
899,24275,185.17839,1.10709,0.11258,50
900,47757,214.01214,-0.68862,0.12743,50
901,319731,215.55017,1.80927,0.12744,50
902,165895,183.78033,-2.74669,0.11255,50
903,53654,174.05671,-0.34438,0.12745,50
904,559913,178.77107,-0.58545,0.12745,50
905,15523,215.89987,0.80384,0.12746,50
906,266107,216.53557,2.91843,0.11253,50
907,504492,215.79908,-1.99668,0.1275,50
908,238896,215.59556,1.71813,0.12752,50
909,320468,218.43118,1.85097,0.11248,50
910,229379,222.3145,1.11777,0.11246,50
911,196926,133.3056,-0.66555,0.12754,50
912,23485,181.82702,1.1034,0.11245,50
913,297809,217.35858,1.38795,0.12755,50
914,172898,184.84709,-2.49625,0.11244,50
915,77063,211.51023,0.17233,0.11243,50
916,240431,222.44139,1.37287,0.11243,50
917,9320,185.90603,0.67512,0.11241,50
918,130931,179.3518,-2.09922,0.12764,50
919,568557,215.54968,-0.59789,0.12765,50
920,550394,135.5226,-0.61289,0.12766,50
921,3629916,136.54558,-0.85108,0.12766,50
922,77369,213.09954,0.04915,0.12767,50
923,250558,215.16174,1.98703,0.12767,50
924,77650,214.11364,0.19236,0.12768,50
925,363111,218.06059,2.54126,0.11231,50
926,536727,133.01947,-0.19715,0.1277,50
927,568556,215.55258,-0.59854,0.12772,50
928,16149,217.76213,0.79256,0.12775,50
929,460465,212.48664,-1.67351,0.11225,50
930,230682,180.85914,1.99434,0.11224,50
931,186204,183.48816,-1.595,0.12777,50
932,3864507,135.76699,-1.94413,0.11222,50
933,145191,183.35649,-1.44885,0.12778,50
934,16388,218.51034,0.76201,0.1278,50
935,239377,217.52278,1.62543,0.12782,50
936,320109,217.02738,1.84224,0.11217,50
937,516879,129.76175,2.41122,0.11215,50
938,518102,135.00507,2.73206,0.12785,50
939,463374,212.75695,-1.32125,0.12786,50
940,55596,182.77129,-0.33488,0.12786,50
941,511761,215.88425,-1.23252,0.12786,50
942,93093,218.9469,0.47854,0.12786,50
943,568551,215.52486,-0.59276,0.12793,50
944,208939,130.89936,0.01687,0.12793,50
945,7377,177.20034,0.77424,0.12794,50
946,485459,215.78639,-1.85698,0.12797,50
947,568076,213.91266,-0.48019,0.128,50
948,279387,136.95863,1.02807,0.128,50
949,511763,215.89115,-1.23492,0.128,50
950,85450,182.52481,0.44453,0.128,50
951,381104,131.47175,1.88895,0.11199,50
952,166249,185.61535,-2.88478,0.11198,50
953,362992,217.64651,2.57422,0.12805,50
954,319190,213.69184,1.81988,0.12806,50
955,220373,181.31778,1.58561,0.11194,50
956,208979,131.10886,0.12953,0.12807,50
957,569755,220.33152,-0.5727,0.11192,50
958,610925,182.53118,0.30321,0.12812,50
959,251350,218.2771,2.03688,0.11187,50
960,382358,136.36443,1.87424,0.12813,50
961,418086,135.00461,2.58569,0.12814,50
962,16433,218.72086,0.82128,0.12815,50
963,371570,131.97234,0.99811,0.12816,50
964,165922,183.9825,-2.73575,0.11183,50
965,54414,178.07533,-0.27114,0.12817,50
966,287740,174.8007,1.82323,0.11179,50
967,24206,184.86627,1.15921,0.11178,50
968,77268,212.71306,0.1248,0.12824,50
969,123523,176.38892,-2.53035,0.12824,50
970,24276,185.1877,1.15925,0.11173,50
971,24440,185.77916,1.07086,0.12827,50
972,171065,176.84351,-2.4396,0.12828,50
973,585352,182.42176,-0.08322,0.12832,50
974,125259,183.15541,-2.55153,0.11167,50
975,77339,213.01292,0.13181,0.12833,50
976,31320,179.33225,-1.16621,0.11166,50
977,363577,220.19456,2.58103,0.12836,50
978,518105,135.01504,2.63475,0.12837,50
979,99828,184.4909,1.04094,0.11162,50
980,69823,176.76344,0.18009,0.11162,50
981,16345,218.44252,0.70082,0.12841,50
982,16489,219.03894,0.78177,0.12842,50
983,3610665,135.26217,-1.34488,0.12843,50
984,15710,216.62254,0.76286,0.12843,50
985,220874,183.67698,1.47136,0.11157,50
986,559912,178.77007,-0.58971,0.12844,50
987,3612925,136.51695,-1.42652,0.12844,50
988,123420,176.1546,-2.48507,0.12845,50
989,573870,130.45579,-0.17542,0.12845,50
990,97832,174.83639,1.01985,0.11154,50
991,228822,218.93299,1.07244,0.12846,50
992,622188,131.77958,0.65755,0.12846,50
993,508097,215.95863,-1.70503,0.12847,50
994,550143,134.22454,-0.50818,0.12848,50
995,599411,131.4239,0.26922,0.12849,50
996,599446,131.58758,0.41879,0.12849,50
997,544362,215.2158,-0.97404,0.12851,50
998,249943,213.5479,2.16419,0.12852,50
999,568615,215.67795,-0.60847,0.12852,50
1000,289378,182.08249,1.734,0.11147,50
1001,185911,182.43437,-1.47213,0.11147,50
1002,363502,219.74071,2.61031,0.12854,50
1003,3586649,135.25366,-1.82457,0.12854,50
1004,592468,213.09548,-0.16312,0.12855,50
1005,695847,216.47221,0.58156,0.12855,50
1006,77344,213.05192,0.00503,0.12856,50
1007,521475,129.60227,2.74239,0.11143,50
1008,70322,179.43115,0.0235,0.12857,50
1009,16482,218.94093,0.73334,0.1286,50
1010,164244,176.93081,-2.72015,0.1286,50
1011,204044,136.25842,-0.24671,0.1286,50
1012,381675,133.59622,1.91199,0.1286,50
1013,717032,174.137,1.37975,0.11139,50
1014,23536,182.00599,1.11907,0.11139,50
1015,593443,216.5226,-0.14844,0.12861,50
1016,250885,216.38191,1.96719,0.12861,50
1017,273253,182.90378,1.40106,0.11138,50
1018,118891,184.68507,-2.99381,0.11138,50
1019,346438,133.69566,1.99206,0.12865,50
1020,491577,212.49326,-1.55793,0.11135,50
1021,107196,218.93325,1.00042,0.12867,50
1022,319229,213.89572,1.82534,0.12867,50
1023,346835,135.18531,2.04465,0.12868,50
1024,131570,181.87648,-2.09785,0.1287,50
1025,549984,133.86638,-0.422,0.12872,50
1026,3587875,135.8589,-1.83609,0.11125,50
1027,536435,182.33901,-0.87478,0.12876,50
1028,220872,183.60203,1.62007,0.11123,50
1029,118676,183.5957,-2.97069,0.11118,50
1030,92584,216.88598,0.55903,0.12883,50
1031,208932,130.88068,0.00981,0.12883,50
1032,3586717,135.2364,-1.81201,0.12885,50
1033,179059,183.04969,-1.97593,0.11114,50
1034,31419,179.64916,-1.05216,0.12887,50
1035,289468,182.36635,1.85246,0.12889,50
1036,345573,129.97209,2.00457,0.1111,50
1037,70947,182.35576,0.09299,0.1289,50
1038,123645,176.74943,-2.52903,0.12891,50
1039,92836,217.68987,0.48503,0.12892,50
1040,318841,212.70185,1.94624,0.12892,50
1041,106083,214.71827,0.88852,0.12893,50
1042,16614,219.47958,0.77107,0.12894,50
1043,107112,218.53067,0.87802,0.12894,50
1044,617636,212.54545,0.34966,0.12897,50
1045,505311,219.18296,-1.93698,0.12897,50
1046,32057,183.01998,-1.20359,0.12898,50
1047,584099,178.11083,-0.10843,0.12898,50
1048,363073,218.01575,2.52897,0.11102,50
1049,425733,129.60757,2.90394,0.11101,50
1050,92463,216.4731,0.5803,0.129,50
1051,536357,181.95886,-1.02544,0.111,50
1052,249664,212.55043,2.17508,0.12901,50
1053,62577,213.40968,-0.24818,0.12901,50
1054,251348,218.26687,1.94588,0.11098,50
1055,609960,177.95757,0.25758,0.12902,50
1056,9158,185.07414,0.77169,0.11095,50
1057,287999,176.45652,1.64267,0.11094,50
1058,251605,219.51477,1.89148,0.12906,50
1059,622533,133.76064,0.70522,0.11092,50
1060,164245,176.92857,-2.72253,0.12911,50
1061,278515,132.05681,0.76108,0.11088,50
1062,209470,133.50041,0.12512,0.11088,50
1063,298297,219.2508,1.37106,0.12913,50
1064,106676,216.90391,1.01782,0.11086,50
1065,342888,217.74552,2.14632,0.11085,50
1066,271388,174.13181,1.37791,0.11083,50
1067,164110,176.3883,-2.80107,0.11083,50
1068,15896,217.17132,0.63202,0.12917,50
1069,745636,130.00945,-0.09378,0.12917,50
1070,289335,182.01107,1.7393,0.11082,50
1071,362055,213.49231,2.68245,0.12918,50
1072,240050,220.3649,1.48747,0.12919,50
1073,484739,212.34656,-1.97467,0.1292,50
1074,593350,216.24929,-0.19208,0.12921,50
1075,619026,217.81531,0.38081,0.12922,50
1076,418004,134.60019,2.46949,0.11074,50
1077,131880,182.98765,-2.14568,0.11074,50
1078,63618,216.47969,-0.27155,0.12927,50
1079,346319,133.28649,2.15678,0.12927,50
1080,55461,182.31237,-0.40429,0.12928,50
1081,15919,217.17349,0.65253,0.1293,50
1082,592472,213.12126,-0.19832,0.1293,50
1083,516880,129.63837,2.25039,0.11069,50
1084,92876,217.77365,0.55795,0.12932,50
1085,346321,133.31339,2.0488,0.12932,50
1086,123935,177.67678,-2.59799,0.12932,50
1087,341886,213.62708,2.22887,0.11066,50
1088,228854,219.1931,1.07425,0.12934,50
1089,170383,174.3227,-2.3183,0.11065,50
1090,559910,178.76492,-0.58073,0.12935,50
1091,77396,213.11425,0.10693,0.12935,50
1092,3589157,136.67695,-1.8702,0.12937,50
1093,15831,216.95468,0.74554,0.11062,50
1094,750251,216.93044,0.81564,0.11061,50
1095,610224,179.27246,0.28502,0.12939,50
1096,300666,130.39622,1.0323,0.1106,50
1097,323921,133.71663,1.58292,0.1294,50
1098,278818,133.78523,0.85318,0.11059,50
1099,40034,179.51069,-0.79338,0.12943,50
1100,129726,174.09285,-2.21586,0.11056,50
1101,573775,130.00968,-0.09327,0.12944,50
1102,3864049,135.48839,-1.91319,0.12945,50
1103,273611,184.61343,1.40107,0.12945,50
1104,3626193,133.75224,-0.89889,0.11054,50
1105,573743,129.95002,-0.03615,0.12947,50
1106,511643,215.28063,-1.12385,0.12947,50
1107,125514,184.35123,-2.58423,0.11052,50
1108,15285,214.86429,0.73422,0.12948,50
1109,251139,217.36856,2.1018,0.12948,50
1110,300667,130.39534,1.03164,0.11051,50
1111,342892,217.80232,2.17672,0.1105,50
1112,623787,140.18495,0.78105,0.12951,50
1113,184171,175.32527,-1.48558,0.12951,50
1114,251354,218.31991,1.97911,0.12952,50
1115,585331,182.23033,-0.12564,0.12956,50
1116,125168,182.92713,-2.53117,0.11043,50
1117,55376,181.8961,-0.26396,0.11042,50
1118,118892,184.68461,-2.99809,0.11042,50
1119,3626498,134.00265,-0.80553,0.11042,50
1120,164543,177.94517,-2.85373,0.12958,50
1121,319750,215.72232,1.73209,0.11041,50
1122,371293,130.84168,0.999,0.11038,50
1123,585237,181.89125,-0.2068,0.11038,50
1124,609971,177.99584,0.24393,0.12962,50
1125,273122,182.14335,1.44422,0.12964,50
1126,513277,222.88328,-0.99289,0.11035,50
1127,14482,211.77511,0.82045,0.12968,50
1128,250380,214.64313,2.06654,0.12968,50
1129,300655,130.2865,1.11196,0.11031,50
1130,549108,130.33863,-0.58006,0.12969,50
1131,125399,183.73118,-2.6726,0.1103,50
1132,172520,182.97272,-2.48883,0.11028,50
1133,278547,132.29053,0.84331,0.11027,50
1134,622636,134.27072,0.73084,0.11027,50
1135,220573,182.13353,1.50892,0.12973,50
1136,165987,184.3391,-2.80037,0.11026,50
1137,84935,180.20655,0.6025,0.11026,50
1138,622231,132.00799,0.69342,0.11025,50
1139,170418,174.56336,-2.32876,0.11024,50
1140,39007,174.52097,-0.69948,0.12977,50
1141,214829,131.68837,0.45863,0.1102,50
1142,323738,132.95286,1.55184,0.12981,50
1143,220575,182.15535,1.46943,0.12984,50
1144,92822,217.6002,0.48745,0.12987,50
1145,570098,222.00231,-0.48142,0.12987,50
1146,40494,181.65586,-0.80331,0.12988,50
1147,165960,184.26345,-2.8701,0.11011,50
1148,229109,220.31809,1.17057,0.12989,50
1149,504433,215.44444,-1.992,0.12989,50
1150,622536,133.7743,0.76443,0.11008,50
1151,619301,219.19606,0.29381,0.11007,50
1152,342733,217.03692,2.17606,0.12993,50
1153,231907,185.76934,1.95308,0.11006,50
1154,509926,223.45997,-1.45799,0.11005,50
1155,560024,178.93619,-0.57296,0.12995,50
1156,342884,217.80036,2.1836,0.11003,50
1157,196830,132.97631,-0.75655,0.12997,50
1158,594175,219.34347,-0.02779,0.11002,50
1159,585621,183.728551556,-0.0879805742678,0.0753,30
1160,585748,184.24996094,-0.0516532311455,0.07179,30
1161,592217,212.106980436,-0.105844970263,0.09568,30
1162,592402,212.899574495,-0.109030090654,0.05337,30
1163,592806,214.074344803,-0.159428245914,0.08398,30
1164,592872,214.407420668,-0.164199124455,0.20563,30
1165,592890,214.462368525,-0.0588108497394,0.09734,30
1166,593300,216.071649625,-0.204279929204,0.08421,30
1167,593298,216.069756372,-0.0384324908451,0.06616,30
1168,593330,216.065045687,-0.038888784947,0.06658,30
1169,593708,217.432669716,-0.126219321849,0.03053,30
1170,593780,217.820781675,-0.0196417884126,0.08784,30
1171,593798,217.856528131,-0.141719266802,0.08754,30
1172,593809,217.898561108,-0.158246137171,0.09331,30
1173,593800,217.85915357,-0.137612161731,0.0871,30
1174,593837,217.896853835,-0.18777661939,0.09266,30
1175,593875,218.122791787,-0.0262057987001,0.0861,30
1176,594454,220.203877263,-0.188767285247,0.07186,30
1177,598930,129.526938498,0.406412534498,0.08013,30
1178,598972,129.564785972,0.404086616567,0.08056,30
1179,599220,130.658665651,0.227294841292,0.07798,30
1180,599230,130.650186164,0.216869468157,0.07762,30
1181,599507,131.693593838,0.304515601964,0.09725,30
1182,599579,132.151083003,0.258916079739,0.0517,30
1183,599764,132.638760961,0.292505867288,0.05209,30
1184,599819,132.624600775,0.290182639983,0.05229,30
1185,600268,134.584848022,0.28331761637,0.05394,30
1186,600424,135.518068124,0.398988697924,0.05643,30
1187,600597,136.522682216,0.213367896225,0.01643,30
1188,600748,137.21176539,0.268458930319,0.07801,30
1189,600765,137.201719813,0.263508370938,0.07777,30
1190,600781,137.348241057,0.334167716391,0.07039,30
1191,600782,137.370367754,0.335902421935,0.06873,30
1192,600784,137.387992826,0.328076297097,0.06869,30
1193,600785,137.405142855,0.316119442381,0.07012,30
1194,600786,137.40771722,0.315330867449,0.07,30
1195,600932,138.069315977,0.301744971556,0.05403,30
1196,600981,138.198109361,0.373540837124,0.05397,30
1197,601095,138.553893423,0.292146657039,0.06958,30
1198,601101,138.569644232,0.292806195832,0.06986,30
1199,601143,138.592629706,0.304192821367,0.06945,30
1200,601459,139.936400544,0.372656689676,0.09056,30
1201,609177,174.141874466,0.233299636956,0.07232,30
