,catid,ra_obj,dec_obj,z_spec,fillflag
266,130134,176.12542,-2.12402,0.12092,50
267,535135,176.57162,-0.96099,0.11906,50
268,341612,212.68351,2.3522,0.12094,50
269,567949,213.59081,-0.58578,0.12099,50
270,535193,176.78851,-0.91464,0.119,50
271,203709,134.9505,-0.36296,0.12101,50
272,508756,218.19625,-1.59531,0.12102,50
273,117886,180.23307,-2.95189,0.11896,50
274,136788,176.07907,-1.80769,0.11894,50
275,618311,215.19657,0.36156,0.12108,50
276,47618,213.50724,-0.63434,0.12108,50
277,251509,218.9634,2.00879,0.11891,50
278,535768,179.3261,-1.03802,0.12109,50
279,251760,220.28034,1.86899,0.12109,50
280,47612,213.46605,-0.6308,0.12109,50
281,376898,135.72006,1.55029,0.1211,50
282,39769,178.1687,-0.71795,0.1211,50
283,32486,185.04766,-1.05491,0.11888,50
284,545407,219.37262,-0.8803,0.12112,50
285,32474,185.09883,-1.13548,0.11885,50
286,39760,178.09635,-0.67037,0.12115,50
287,39425,177.01176,-0.68452,0.12115,50
288,535636,178.88999,-0.9225,0.12116,50
289,521927,131.75344,2.80678,0.11883,50
290,265654,214.57777,2.80931,0.1212,50
291,618313,215.24301,0.37315,0.11879,50
292,493839,222.62607,-1.1428,0.11877,50
293,163922,175.49982,-2.7199,0.12123,50
294,28823,214.8846,1.07456,0.11876,50
295,118401,182.24514,-2.95436,0.12127,50
296,507808,214.64662,-1.62208,0.12128,50
297,609992,178.13722,0.25443,0.12129,50
298,228007,215.7381,1.13444,0.1187,50
299,105934,213.94077,0.958,0.1187,50
300,125098,182.62251,-2.53061,0.12133,50
301,16382,218.47198,0.72941,0.11865,50
302,31221,178.9744,-1.16682,0.12136,50
303,78874,218.97688,0.20127,0.12136,50
304,47650,213.5611,-0.7959,0.11862,50
305,164236,176.84665,-2.83465,0.12141,50
306,341655,212.87975,2.33957,0.11858,50
307,31362,179.5368,-1.07168,0.12142,50
308,85413,182.30142,0.44895,0.12143,50
309,583511,175.32308,-0.0865,0.11856,50
310,536993,183.60215,-0.98836,0.12144,50
311,567888,213.54031,-0.47592,0.12144,50
312,422657,131.81645,2.66035,0.11855,50
313,508982,219.22375,-1.52836,0.12145,50
314,567895,213.59767,-0.45946,0.12145,50
315,656764,140.91977,-1.83143,0.11853,50
316,70744,181.2673,0.05125,0.11851,50
317,535868,179.55952,-0.97815,0.12149,50
318,116478,174.76591,-2.89304,0.1215,50
319,84073,175.92862,0.51131,0.1215,50
320,446757,223.18455,2.99642,0.1215,50
321,363792,221.46559,2.60199,0.11848,50
322,323487,131.9029,1.61113,0.12152,50
323,170833,176.24755,-2.26291,0.12152,50
324,491609,212.531,-1.51187,0.11846,50
325,107653,221.63404,0.96049,0.11845,50
326,163612,174.35697,-2.87565,0.12156,50
327,297894,217.6672,1.27951,0.11843,50
328,69396,174.20102,0.02991,0.11843,50
329,609642,176.60072,0.40163,0.12158,50
330,130212,176.42607,-2.15198,0.12159,50
331,64658,219.58135,-0.36734,0.12162,50
332,41270,185.11513,-0.68366,0.12163,50
333,91775,213.38512,0.50351,0.11836,50
334,3627852,134.93535,-0.8812,0.11836,50
335,619175,218.50535,0.22774,0.12164,50
336,143501,176.32901,-1.29569,0.11835,50
337,237916,212.73508,1.76261,0.12165,50
338,92004,214.55301,0.62228,0.11834,50
339,512193,217.96988,-1.24571,0.12166,50
340,372453,135.81295,1.10641,0.12166,50
341,123359,175.83226,-2.57491,0.11832,50
342,143547,176.49593,-1.2451,0.11831,50
343,177106,175.66479,-1.87825,0.1217,50
344,559362,176.6924,-0.45888,0.1217,50
345,227875,215.13446,1.30643,0.11829,50
346,363923,221.96913,2.5681,0.12171,50
347,163611,174.35457,-2.8716,0.12171,50
348,545019,217.97922,-0.95047,0.12171,50
349,39618,177.70655,-0.71339,0.11828,50
350,30668,176.42861,-1.06836,0.11827,50
351,518795,138.1013,2.99157,0.12173,50
352,535134,176.567,-0.96373,0.11826,50
353,31554,180.19104,-1.10909,0.11826,50
354,170824,176.24387,-2.3251,0.12174,50
355,583433,174.76616,-0.03412,0.11825,50
356,381911,134.43628,1.80227,0.11825,50
357,78670,218.09544,0.03266,0.12176,50
358,343532,220.67122,2.15292,0.12178,50
359,262749,220.95123,2.29868,0.12178,50
360,8874,184.12852,0.74358,0.12182,50
361,130256,176.51018,-2.25156,0.12182,50
362,55774,183.39227,-0.28751,0.11817,50
363,619777,221.30472,0.41413,0.11817,50
364,47615,213.47282,-0.75755,0.11817,50
365,106147,215.01807,1.00183,0.11816,50
366,123259,175.30691,-2.51081,0.11815,50
367,382825,138.67572,2.05835,0.12185,50
368,71499,185.01991,0.19071,0.11814,50
369,55529,182.59538,-0.31542,0.12186,50
370,92005,214.5739,0.59229,0.12187,50
371,31276,179.25989,-1.06229,0.12187,50
372,583503,175.23155,-0.03657,0.11811,50
373,559815,178.39006,-0.54677,0.12189,50
374,170934,176.43063,-2.32997,0.1181,50
375,534714,174.63043,-1.03411,0.11808,50
376,535112,176.51841,-0.99467,0.11807,50
377,85447,182.46229,0.61896,0.12193,50
378,170895,176.43505,-2.44157,0.11804,50
379,54079,176.66431,-0.22751,0.12197,50
380,15214,214.56174,0.69672,0.11803,50
381,145309,183.87132,-1.43451,0.12199,50
382,536491,182.66852,-0.87995,0.12199,50
383,171002,176.53675,-2.29727,0.12203,50
384,278203,214.83358,1.11153,0.11797,50
385,345922,131.62916,1.93929,0.11796,50
386,78662,218.11192,0.04778,0.12204,50
387,558842,174.01642,-0.54298,0.11795,50
388,63965,217.71504,-0.23468,0.12205,50
389,537427,185.24317,-0.83988,0.12205,50
390,124779,180.97713,-2.68791,0.11794,50
391,364040,222.6911,2.58682,0.12206,50
392,47605,213.42739,-0.73564,0.12207,50
393,3578853,130.98195,-1.62032,0.12207,50
394,251950,221.23766,1.982,0.12208,50
395,585099,181.15205,-0.15218,0.11792,50
396,185319,179.82239,-1.50975,0.1221,50
397,215643,134.56937,0.53569,0.1221,50
398,262160,217.93298,2.38489,0.11789,50
399,324347,135.70846,1.70817,0.11789,50
400,463370,212.74566,-1.18955,0.11788,50
401,123485,176.33404,-2.65002,0.12213,50
402,367441,222.23637,2.86228,0.12213,50
403,363554,220.07651,2.55648,0.11786,50
404,537295,184.6763,-1.0286,0.11781,50
405,387180,135.54516,2.32392,0.11781,50
406,561792,184.91467,-0.49534,0.12219,50
407,418379,135.94845,2.53632,0.11778,50
408,252300,223.15769,1.90724,0.12223,50
409,23496,181.86572,1.16716,0.12223,50
410,584987,180.76848,-0.12429,0.12224,50
411,320914,219.99144,1.67328,0.12224,50
412,131318,180.78266,-2.14466,0.11775,50
413,70843,181.69866,0.04794,0.11773,50
414,163787,175.03048,-2.86005,0.12227,50
415,39432,176.93644,-0.71188,0.1177,50
416,583504,175.23813,-0.00808,0.11769,50
417,364039,222.69098,2.5857,0.12232,50
418,343778,222.10389,2.07974,0.12234,50
419,569431,219.15348,-0.54285,0.12236,50
420,610062,178.46369,0.39257,0.12236,50
421,363987,222.33207,2.58207,0.12237,50
422,143533,176.38886,-1.40967,0.11763,50
423,594061,218.9476,-0.06219,0.12238,50
424,324355,135.73136,1.77978,0.11759,50
425,376904,135.66299,1.53318,0.11758,50
426,30688,176.55439,-1.08987,0.11757,50
427,47442,212.95392,-0.70686,0.11756,50
428,184413,176.33683,-1.4312,0.11756,50
429,39303,176.31976,-0.65036,0.11755,50
430,47559,213.33461,-0.69373,0.12245,50
431,249835,213.22766,2.03831,0.12246,50
432,618384,215.52644,0.41713,0.12247,50
433,171005,176.54183,-2.43865,0.12248,50
434,143538,176.4472,-1.28559,0.11751,50
435,123001,174.51012,-2.5084,0.11751,50
436,106442,216.21918,0.95934,0.11748,50
437,518962,138.62555,2.88596,0.12252,50
438,145609,185.42997,-1.44543,0.12254,50
439,343508,220.44978,2.14339,0.11746,50
440,463328,212.50861,-1.23221,0.11745,50
441,85929,184.55449,0.53781,0.11743,50
442,463598,213.7631,-1.32366,0.12258,50
443,145550,185.17282,-1.25621,0.11741,50
444,367337,221.61674,2.9913,0.1226,50
445,422042,129.22024,2.40799,0.1174,50
446,227963,215.52514,1.16824,0.11739,50
447,31564,180.27829,-1.11704,0.11739,50
448,491931,214.05109,-1.4695,0.12261,50
449,215981,136.03192,0.52556,0.12262,50
450,611363,184.58369,0.25595,0.11737,50
451,568216,214.365,-0.42672,0.12263,50
452,263010,222.32484,2.2614,0.11734,50
453,592563,213.48187,-0.12863,0.12266,50
454,543909,213.28783,-0.89201,0.12266,50
455,586631,185.72062,-0.19344,0.12266,50
456,116715,175.71893,-2.91242,0.11732,50
457,262771,221.0691,2.42196,0.12268,50
458,570337,223.34107,-0.58223,0.12269,50
459,64160,218.38332,-0.27818,0.1227,50
460,381870,134.30364,1.81342,0.1173,50
461,561855,185.07266,-0.52735,0.1227,50
462,745076,223.34068,-0.58173,0.12271,50
463,227971,215.61913,1.29532,0.11725,50
464,99853,184.61575,1.04371,0.11725,50
465,56188,184.90713,-0.32561,0.11722,50
466,164223,176.91221,-2.82404,0.12282,50
467,417558,131.82721,2.29517,0.11716,50
468,570273,223.05113,-0.4771,0.12284,50
469,84069,175.83719,0.45105,0.11715,50
470,537317,184.70954,-0.99861,0.12285,50
471,297537,216.21529,1.37974,0.11713,50
472,561826,184.96658,-0.42821,0.12293,50
473,460428,212.32922,-1.67452,0.11707,50
474,116978,176.68243,-2.96787,0.12294,50
475,163839,175.21666,-2.86304,0.12294,50
476,617854,213.46529,0.21252,0.12295,50
477,561483,183.75456,-0.56933,0.12295,50
478,586375,184.71257,-0.08482,0.11704,50
479,463291,212.49967,-1.28914,0.11702,50
480,362961,217.58485,2.62419,0.11701,50
481,535879,179.62771,-0.9075,0.123,50
482,297961,217.79182,1.36194,0.11697,50
483,559393,176.9022,-0.43646,0.11697,50
484,71703,185.96044,0.07627,0.11697,50
485,71431,184.7827,0.14098,0.11694,50
486,55639,182.90535,-0.3101,0.11693,50
487,143732,177.26615,-1.38267,0.12307,50
488,348077,140.12303,2.26284,0.12308,50
489,593764,217.72209,-0.15486,0.12308,50
490,3886601,136.3794,-1.63541,0.11691,50
491,16568,219.30423,0.76564,0.1231,50
492,164224,176.9117,-2.82103,0.12311,50
493,618074,214.14869,0.31401,0.11685,50
494,585356,182.44927,-0.0108,0.11683,50
495,7755,179.32943,0.80255,0.12318,50
496,278227,215.56332,1.10277,0.11681,50
497,593969,218.69452,-0.17665,0.12319,50
498,77453,213.38925,0.18583,0.1232,50
499,107155,218.70337,0.90555,0.11676,50
500,179350,184.37845,-2.02398,0.12324,50
501,77668,214.22952,0.04814,0.12324,50
502,227391,213.38915,1.33966,0.12326,50
503,273030,181.81307,1.39058,0.12327,50
504,260840,211.99407,2.50835,0.11672,50
505,107302,219.39544,0.97602,0.12328,50
506,39437,176.95704,-0.78237,0.11671,50
507,512110,217.60904,-1.13174,0.12329,50
508,296972,214.17175,1.46125,0.12329,50
509,296748,213.18753,1.38166,0.11668,50
510,227969,215.5812,1.10447,0.11666,50
511,559683,177.89694,-0.5538,0.12335,50
512,71530,185.18139,0.00125,0.12338,50
513,367455,222.27025,2.90536,0.12339,50
514,106686,216.9114,0.90792,0.11661,50
515,3883410,134.48231,-1.49028,0.11659,50
516,561728,184.64437,-0.42957,0.12341,50
517,559652,177.75846,-0.47502,0.12342,50
518,382100,135.38771,1.88006,0.12344,50
519,561887,185.33565,-0.43595,0.12344,50
520,31622,180.48144,-1.07931,0.11655,50
521,561119,182.8569,-0.42031,0.11655,50
522,106843,217.48464,0.87093,0.12345,50
523,780675,177.44603,-1.82278,0.11654,50
524,164226,176.91158,-2.82146,0.12346,50
525,381720,133.71868,1.94087,0.11653,50
526,105832,213.55413,1.03951,0.12347,50
527,63092,214.49283,-0.29589,0.12347,50
528,593775,217.77274,-0.20117,0.12348,50
529,179301,184.01465,-2.01789,0.12348,50
530,93313,219.93872,0.53121,0.11651,50
531,228044,215.7677,1.25477,0.11649,50
532,186316,183.92694,-1.57646,0.12351,50
533,22886,179.3983,1.2013,0.12351,50
534,91810,213.66018,0.47743,0.12352,50
535,62594,213.49445,-0.23014,0.12353,50
536,237722,212.07838,1.76878,0.11645,50
537,186622,185.28446,-1.51725,0.11644,50
538,296974,214.19224,1.52028,0.11644,50
539,402501,175.51075,1.87646,0.12357,50
540,227385,213.24795,1.23574,0.12359,50
541,49672,221.97558,-0.64693,0.12363,50
542,250847,216.24883,2.12841,0.12363,50
543,367601,223.03346,2.9203,0.12363,50
544,586492,185.15021,-0.14278,0.12364,50
545,619904,222.16747,0.22469,0.11632,50
546,402515,175.65405,1.93154,0.12369,50
547,77875,215.20674,0.09343,0.1237,50
548,561446,183.64839,-0.56203,0.12371,50
549,184275,175.9171,-1.441,0.12371,50
550,107453,220.00796,0.98341,0.11628,50
551,63083,214.48902,-0.29083,0.12374,50
552,91809,213.66109,0.47749,0.12374,50
553,418959,138.33865,2.78683,0.12374,50
554,367636,223.3598,2.8704,0.12377,50
555,586673,185.87761,-0.05744,0.11621,50
556,105614,212.78858,0.96996,0.12382,50
557,600135,133.9704,0.39226,0.12384,50
558,184318,176.04479,-1.47475,0.12387,50
559,387812,137.9186,2.35807,0.12387,50
560,62575,213.50265,-0.35124,0.12389,50
561,485226,214.53935,-1.85476,0.1239,50
562,298409,219.74071,1.33784,0.11609,50
563,145546,185.12645,-1.41006,0.12392,50
564,228031,215.77666,1.22926,0.12392,50
565,267434,222.34215,2.69764,0.12392,50
566,252085,222.17326,1.86819,0.11607,50
567,376893,135.66137,1.548,0.11607,50
568,106630,216.75707,0.91022,0.12393,50
569,40958,183.74599,-0.74869,0.12395,50
570,30691,176.48475,-1.2017,0.11605,50
571,345849,131.30634,1.95156,0.11603,50
572,131662,182.31375,-2.15147,0.11603,50
573,561877,185.23947,-0.4453,0.12399,50
574,618049,214.02256,0.3531,0.12403,50
575,417930,134.06605,2.42283,0.11596,50
576,231578,184.59062,1.96705,0.11595,50
577,324538,136.23223,1.85521,0.12405,50
578,511424,214.13133,-1.71034,0.12405,50
579,163968,175.86138,-2.88508,0.11593,50
580,177493,176.90216,-2.00756,0.11592,50
581,324127,134.56812,1.68945,0.12409,50
582,105713,213.05825,1.03582,0.12411,50
583,559653,177.7595,-0.47629,0.12411,50
584,49184,219.93315,-0.81799,0.11589,50
585,493173,219.84765,-1.31976,0.11588,50
586,260803,211.85401,2.4461,0.12413,50
587,265947,215.9421,2.87383,0.12416,50
588,423576,135.67293,2.92392,0.12416,50
589,132150,184.23684,-2.28839,0.12416,50
590,56058,184.38431,-0.29473,0.12417,50
591,106918,217.80536,0.92199,0.12417,50
592,84901,180.11413,0.56406,0.12417,50
593,64568,219.39902,-0.22884,0.11581,50
594,71633,185.46669,0.13307,0.12419,50
