,cubeidpub,cubeid,cubename,catid,cubefwhm,cubetexp,meantrans,isbest,catsource,warnstar,warnfill,warnz,warnmult,warnakpc,warnare,warnamge,warnsk2m,warnsk4m,warnsk4mhsn,warnfcal,warnfcbr,warnskyb,warnskyr,warnsker,warnwcs,warnre,warnskem,warnemft
2883,9011900189_A,9011900189_7_Y13SBR2_P004_A0119T004_2013_10_02-2013_10_08,9011900189_blue_7_Y13SBR2_P004_A0119T004_2013_10_02-2013_10_08.fits,9011900189,2.6379173,12600.0,1.0167913,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2884,9011900196_A,9011900196_7_Y15SBR2_P002_A0119T034_2015_09_07-2015_09_13,9011900196_blue_7_Y15SBR2_P002_A0119T034_2015_09_07-2015_09_13.fits,9011900196,1.8624376,11900.0,0.75730747,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2885,9011900198_A,9011900198_7_Y15SBR2_P002_A0119T034_2015_09_07-2015_09_13,9011900198_blue_7_Y15SBR2_P002_A0119T034_2015_09_07-2015_09_13.fits,9011900198,1.8624376,11900.0,0.75730747,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2886,9011900201_A,9011900201_7_Y15SBR2_P002_A0119T034_2015_09_07-2015_09_13,9011900201_blue_7_Y15SBR2_P002_A0119T034_2015_09_07-2015_09_13.fits,9011900201,1.8624376,11900.0,0.75730747,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2887,9011900202_A,9011900202_7_Y13SBR2_P005_A0119T005_2013_10_02-2013_10_08,9011900202_blue_7_Y13SBR2_P005_A0119T005_2013_10_02-2013_10_08.fits,9011900202,2.313176,12600.0,0.969274,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2888,9011900208_A,9011900208_7_Y15SBR2_P006_A0119T027_2017_09_14-2017_09_26,9011900208_blue_7_Y15SBR2_P006_A0119T027_2017_09_14-2017_09_26.fits,9011900208,1.7599761,12600.0,0.85495013,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2889,9011900210_A,9011900210_7_Y15SBR2_P006_A0119T027_2017_09_14-2017_09_26,9011900210_blue_7_Y15SBR2_P006_A0119T027_2017_09_14-2017_09_26.fits,9011900210,1.7599761,12600.0,0.85495013,True,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2890,9011900211_A,9011900211_7_Y13SBR2_P005_A0119T005_2013_10_02-2013_10_08,9011900211_blue_7_Y13SBR2_P005_A0119T005_2013_10_02-2013_10_08.fits,9011900211,2.313176,12600.0,0.969274,True,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2891,9011900216_A,9011900216_7_Y15SBR2_P002_A0119T034_2015_09_07-2015_09_13,9011900216_blue_7_Y15SBR2_P002_A0119T034_2015_09_07-2015_09_13.fits,9011900216,1.8624376,11900.0,0.75730747,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2892,9011900217_A,9011900217_7_Y13SBR2_P004_A0119T004_2013_10_02-2013_10_08,9011900217_blue_7_Y13SBR2_P004_A0119T004_2013_10_02-2013_10_08.fits,9011900217,2.6379173,12600.0,1.0167913,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2893,9011900218_A,9011900218_7_Y15SBR2_P005_A0119T025_2016_09_01-2016_09_05,9011900218_blue_7_Y15SBR2_P005_A0119T025_2016_09_01-2016_09_05.fits,9011900218,1.631179,11200.0,0.84720516,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2894,9011900222_A,9011900222_7_Y15SBR2_P007_A0119T026_2016_09_01-2016_09_05,9011900222_blue_7_Y15SBR2_P007_A0119T026_2016_09_01-2016_09_05.fits,9011900222,1.7275324,11200.0,0.84162533,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2895,9011900225_A,9011900225_6_Y14SBR1_P004_A0119T007_2014_10_21-2014_10_26,9011900225_blue_6_Y14SBR1_P004_A0119T007_2014_10_21-2014_10_26.fits,9011900225,2.4285378,9600.0,0.8658986,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2896,9011900228_A,9011900228_7_Y15SBR2_P007_A0119T026_2016_09_01-2016_09_05,9011900228_blue_7_Y15SBR2_P007_A0119T026_2016_09_01-2016_09_05.fits,9011900228,1.7275324,11200.0,0.84162533,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2897,9011900232_A,9011900232_6_Y14SBR1_P004_A0119T007_2014_10_21-2014_10_26,9011900232_blue_6_Y14SBR1_P004_A0119T007_2014_10_21-2014_10_26.fits,9011900232,2.4285378,9600.0,0.8658986,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2898,9011900233_A,9011900233_7_Y13SBR1_P004_A0119T001_2013_08_30-2013_09_04,9011900233_blue_7_Y13SBR1_P004_A0119T001_2013_08_30-2013_09_04.fits,9011900233,2.2519252,12600.0,0.92364824,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2899,9011900238_A,9011900238_7_Y15SBR2_P001_A0119T030_2015_09_07-2015_09_13,9011900238_blue_7_Y15SBR2_P001_A0119T030_2015_09_07-2015_09_13.fits,9011900238,1.6015605,11800.0,0.94776124,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2900,9011900241_A,9011900241_7_Y15SBR2_P002_A0119T034_2015_09_07-2015_09_13,9011900241_blue_7_Y15SBR2_P002_A0119T034_2015_09_07-2015_09_13.fits,9011900241,1.8624376,11900.0,0.75730747,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2901,9011900242_A,9011900242_7_Y13SBR2_P005_A0119T005_2013_10_02-2013_10_08,9011900242_blue_7_Y13SBR2_P005_A0119T005_2013_10_02-2013_10_08.fits,9011900242,2.313176,12600.0,0.969274,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2902,9011900245_A,9011900245_7_Y15SBR2_P006_A0119T035_2016_09_28-2016_10_04,9011900245_blue_7_Y15SBR2_P006_A0119T035_2016_09_28-2016_10_04.fits,9011900245,1.4595786,10500.0,0.79403865,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2903,9011900247_A,9011900247_7_Y13SBR1_P005_A0119T002_2013_08_30-2013_09_04,9011900247_blue_7_Y13SBR1_P005_A0119T002_2013_08_30-2013_09_04.fits,9011900247,2.1671114,12600.0,0.93014336,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2904,9011900250_A,9011900250_7_Y13SBR2_P003_A0119T003_2013_10_02-2013_10_08,9011900250_blue_7_Y13SBR2_P003_A0119T003_2013_10_02-2013_10_08.fits,9011900250,1.8188019,12600.0,0.89203614,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2905,9011900251_A,9011900251_7_Y15SBR2_P005_A0119T025_2016_09_01-2016_09_05,9011900251_blue_7_Y15SBR2_P005_A0119T025_2016_09_01-2016_09_05.fits,9011900251,1.631179,11200.0,0.84720516,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2906,9011900254_A,9011900254_7_Y13SBR2_P005_A0119T005_2013_10_02-2013_10_08,9011900254_blue_7_Y13SBR2_P005_A0119T005_2013_10_02-2013_10_08.fits,9011900254,2.313176,12600.0,0.969274,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2907,9011900261_A,9011900261_7_Y16SBR1_P002_A0119T044_2017_09_14-2017_09_26,9011900261_blue_7_Y16SBR1_P002_A0119T044_2017_09_14-2017_09_26.fits,9011900261,2.0703866,11900.0,0.65744936,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2908,9011900263_A,9011900263_7_Y16SBR1_P002_A0119T044_2017_09_14-2017_09_26,9011900263_blue_7_Y16SBR1_P002_A0119T044_2017_09_14-2017_09_26.fits,9011900263,2.0703866,11900.0,0.65744936,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2909,9011900264_A,9011900264_7_Y15SBR2_P001_A0119T030_2015_09_07-2015_09_13,9011900264_blue_7_Y15SBR2_P001_A0119T030_2015_09_07-2015_09_13.fits,9011900264,1.6015605,11800.0,0.94776124,True,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2910,9011900265_A,9011900265_7_Y15SBR2_P006_A0119T027_2017_09_14-2017_09_26,9011900265_blue_7_Y15SBR2_P006_A0119T027_2017_09_14-2017_09_26.fits,9011900265,1.7599761,12600.0,0.85495013,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2911,9011900271_A,9011900271_7_Y15SBR2_P007_A0119T026_2016_09_01-2016_09_05,9011900271_blue_7_Y15SBR2_P007_A0119T026_2016_09_01-2016_09_05.fits,9011900271,1.7275324,11200.0,0.84162533,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2912,9011900272_A,9011900272_7_Y16SBR1_P002_A0119T044_2017_09_14-2017_09_26,9011900272_blue_7_Y16SBR1_P002_A0119T044_2017_09_14-2017_09_26.fits,9011900272,2.0703866,11900.0,0.65744936,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2913,9011900273_A,9011900273_7_Y16SBR1_P002_A0119T044_2017_09_14-2017_09_26,9011900273_blue_7_Y16SBR1_P002_A0119T044_2017_09_14-2017_09_26.fits,9011900273,2.0703866,11900.0,0.65744936,True,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2914,9011900274_A,9011900274_6_Y14SBR1_P004_A0119T007_2014_10_21-2014_10_26,9011900274_blue_6_Y14SBR1_P004_A0119T007_2014_10_21-2014_10_26.fits,9011900274,2.4285378,9600.0,0.8658986,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2915,9011900279_A,9011900279_7_Y13SBR1_P004_A0119T001_2013_08_30-2013_09_04,9011900279_blue_7_Y13SBR1_P004_A0119T001_2013_08_30-2013_09_04.fits,9011900279,2.2519252,12600.0,0.92364824,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2916,9011900281_A,9011900281_7_Y16SBR1_P002_A0119T044_2017_09_14-2017_09_26,9011900281_blue_7_Y16SBR1_P002_A0119T044_2017_09_14-2017_09_26.fits,9011900281,2.0703866,11900.0,0.65744936,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2917,9011900285_A,9011900285_7_Y15SBR2_P007_A0119T026_2016_09_01-2016_09_05,9011900285_blue_7_Y15SBR2_P007_A0119T026_2016_09_01-2016_09_05.fits,9011900285,1.7275324,11200.0,0.84162533,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2918,9011900287_A,9011900287_7_Y16SBR1_P002_A0119T044_2017_09_14-2017_09_26,9011900287_blue_7_Y16SBR1_P002_A0119T044_2017_09_14-2017_09_26.fits,9011900287,2.0703866,11900.0,0.65744936,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2919,9011900288_A,9011900288_7_Y15SBR2_P006_A0119T035_2016_09_28-2016_10_04,9011900288_blue_7_Y15SBR2_P006_A0119T035_2016_09_28-2016_10_04.fits,9011900288,1.4595786,10500.0,0.79403865,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2920,9011900298_A,9011900298_7_Y15SBR2_P005_A0119T025_2016_09_01-2016_09_05,9011900298_blue_7_Y15SBR2_P005_A0119T025_2016_09_01-2016_09_05.fits,9011900298,1.631179,11200.0,0.84720516,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2921,9011900302_B,9011900302_10_Y15SBR2_P007_A0119T031_2017_09_14-2017_09_26,9011900302_blue_10_Y15SBR2_P007_A0119T031_2017_09_14-2017_09_26.fits,9011900302,2.408647,17850.0,0.8907548,False,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2922,9011900302_A,9011900302_12_Y15SBR2_P007_A0119T031_2016_09_28-2016_10_04,9011900302_blue_12_Y15SBR2_P007_A0119T031_2016_09_28-2016_10_04.fits,9011900302,2.4381397,21450.0,0.86987144,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2923,9011900304_A,9011900304_7_Y16SBR1_P002_A0119T044_2017_09_14-2017_09_26,9011900304_blue_7_Y16SBR1_P002_A0119T044_2017_09_14-2017_09_26.fits,9011900304,2.0703866,11900.0,0.65744936,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2924,9011900309_A,9011900309_7_Y15SBR2_P006_A0119T035_2016_09_28-2016_10_04,9011900309_blue_7_Y15SBR2_P006_A0119T035_2016_09_28-2016_10_04.fits,9011900309,1.4595786,10500.0,0.79403865,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2925,9011900312_B,9011900312_10_Y15SBR2_P007_A0119T031_2017_09_14-2017_09_26,9011900312_blue_10_Y15SBR2_P007_A0119T031_2017_09_14-2017_09_26.fits,9011900312,2.408647,17850.0,0.8907548,False,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2926,9011900312_A,9011900312_12_Y15SBR2_P007_A0119T031_2016_09_28-2016_10_04,9011900312_blue_12_Y15SBR2_P007_A0119T031_2016_09_28-2016_10_04.fits,9011900312,2.4381397,21450.0,0.86987144,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2927,9011900314_A,9011900314_7_Y16SBR1_P002_A0119T044_2017_09_14-2017_09_26,9011900314_blue_7_Y16SBR1_P002_A0119T044_2017_09_14-2017_09_26.fits,9011900314,2.0703866,11900.0,0.65744936,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2928,9011900321_B,9011900321_10_Y15SBR2_P007_A0119T031_2017_09_14-2017_09_26,9011900321_blue_10_Y15SBR2_P007_A0119T031_2017_09_14-2017_09_26.fits,9011900321,2.408647,17850.0,0.8907548,False,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2929,9011900321_A,9011900321_12_Y15SBR2_P007_A0119T031_2016_09_28-2016_10_04,9011900321_blue_12_Y15SBR2_P007_A0119T031_2016_09_28-2016_10_04.fits,9011900321,2.4381397,21450.0,0.86987144,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2930,9011900322_A,9011900322_7_Y15SBR2_P001_A0119T030_2015_09_07-2015_09_13,9011900322_blue_7_Y15SBR2_P001_A0119T030_2015_09_07-2015_09_13.fits,9011900322,1.6015605,11800.0,0.94776124,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2931,9011900325_A,9011900325_7_Y15SBR2_P006_A0119T035_2016_09_28-2016_10_04,9011900325_blue_7_Y15SBR2_P006_A0119T035_2016_09_28-2016_10_04.fits,9011900325,1.4595786,10500.0,0.79403865,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2932,9011900328_A,9011900328_7_Y15SBR2_P006_A0119T035_2016_09_28-2016_10_04,9011900328_blue_7_Y15SBR2_P006_A0119T035_2016_09_28-2016_10_04.fits,9011900328,1.4595786,10500.0,0.79403865,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2933,9011900329_A,9011900329_7_Y13SBR2_P003_A0119T003_2013_10_02-2013_10_08,9011900329_blue_7_Y13SBR2_P003_A0119T003_2013_10_02-2013_10_08.fits,9011900329,1.8188019,12600.0,0.89203614,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2934,9011900330_A,9011900330_7_Y15SBR2_P003_A0119T040_2016_09_01-2016_09_05,9011900330_blue_7_Y15SBR2_P003_A0119T040_2016_09_01-2016_09_05.fits,9011900330,2.1277738,11200.0,0.8542633,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2935,9011900338_A,9011900338_7_Y15SBR2_P005_A0119T025_2016_09_01-2016_09_05,9011900338_blue_7_Y15SBR2_P005_A0119T025_2016_09_01-2016_09_05.fits,9011900338,1.631179,11200.0,0.84720516,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2936,9011900340_A,9011900340_7_Y13SBR1_P004_A0119T001_2013_08_30-2013_09_04,9011900340_blue_7_Y13SBR1_P004_A0119T001_2013_08_30-2013_09_04.fits,9011900340,2.2519252,12600.0,0.92364824,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2937,9011900342_A,9011900342_7_Y15SBR2_P001_A0119T030_2015_09_07-2015_09_13,9011900342_blue_7_Y15SBR2_P001_A0119T030_2015_09_07-2015_09_13.fits,9011900342,1.6015605,11800.0,0.94776124,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2938,9011900343_A,9011900343_7_Y15SBR2_P006_A0119T035_2016_09_28-2016_10_04,9011900343_blue_7_Y15SBR2_P006_A0119T035_2016_09_28-2016_10_04.fits,9011900343,1.4595786,10500.0,0.79403865,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2939,9011900347_A,9011900347_6_Y14SBR1_P004_A0119T007_2014_10_21-2014_10_26,9011900347_blue_6_Y14SBR1_P004_A0119T007_2014_10_21-2014_10_26.fits,9011900347,2.4285378,9600.0,0.8658986,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2940,9011900348_A,9011900348_7_Y16SBR1_P002_A0119T044_2017_09_14-2017_09_26,9011900348_blue_7_Y16SBR1_P002_A0119T044_2017_09_14-2017_09_26.fits,9011900348,2.0703866,11900.0,0.65744936,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2941,9011900351_A,9011900351_7_Y16SBR1_P002_A0119T044_2017_09_14-2017_09_26,9011900351_blue_7_Y16SBR1_P002_A0119T044_2017_09_14-2017_09_26.fits,9011900351,2.0703866,11900.0,0.65744936,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2942,9011900353_A,9011900353_7_Y16SBR1_P002_A0119T044_2017_09_14-2017_09_26,9011900353_blue_7_Y16SBR1_P002_A0119T044_2017_09_14-2017_09_26.fits,9011900353,2.0703866,11900.0,0.65744936,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2943,9011900364_A,9011900364_12_Y16SBR2_P001_A0119T047_2017_09_14-2017_09_26,9011900364_blue_12_Y16SBR2_P001_A0119T047_2017_09_14-2017_09_26.fits,9011900364,2.3817976,20377.0,0.57852525,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2944,9011900365_A,9011900365_7_Y15SBR2_P007_A0119T026_2016_09_01-2016_09_05,9011900365_blue_7_Y15SBR2_P007_A0119T026_2016_09_01-2016_09_05.fits,9011900365,1.7275324,11200.0,0.84162533,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2945,9011900367_A,9011900367_7_Y13SBR1_P004_A0119T001_2013_08_30-2013_09_04,9011900367_blue_7_Y13SBR1_P004_A0119T001_2013_08_30-2013_09_04.fits,9011900367,2.2519252,12600.0,0.92364824,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2946,9011900371_A,9011900371_7_Y15SBR2_P002_A0119T034_2015_09_07-2015_09_13,9011900371_blue_7_Y15SBR2_P002_A0119T034_2015_09_07-2015_09_13.fits,9011900371,1.8624376,11900.0,0.75730747,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2947,9011900376_A,9011900376_7_Y15SBR2_P006_A0119T035_2016_09_28-2016_10_04,9011900376_blue_7_Y15SBR2_P006_A0119T035_2016_09_28-2016_10_04.fits,9011900376,1.4595786,10500.0,0.79403865,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2948,9011900383_A,9011900383_7_Y13SBR1_P004_A0119T001_2013_08_30-2013_09_04,9011900383_blue_7_Y13SBR1_P004_A0119T001_2013_08_30-2013_09_04.fits,9011900383,2.2519252,12600.0,0.92364824,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2949,9011900392_A,9011900392_6_Y14SBR1_P004_A0119T007_2014_10_21-2014_10_26,9011900392_blue_6_Y14SBR1_P004_A0119T007_2014_10_21-2014_10_26.fits,9011900392,2.4285378,9600.0,0.8658986,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2950,9011900404_A,9011900404_7_Y15SBR2_P006_A0119T027_2017_09_14-2017_09_26,9011900404_blue_7_Y15SBR2_P006_A0119T027_2017_09_14-2017_09_26.fits,9011900404,1.7599761,12600.0,0.85495013,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2951,9011900407_A,9011900407_7_Y13SBR2_P003_A0119T003_2013_10_02-2013_10_08,9011900407_blue_7_Y13SBR2_P003_A0119T003_2013_10_02-2013_10_08.fits,9011900407,1.8188019,12600.0,0.89203614,True,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2952,9011900413_A,9011900413_7_Y13SBR2_P004_A0119T004_2013_10_02-2013_10_08,9011900413_blue_7_Y13SBR2_P004_A0119T004_2013_10_02-2013_10_08.fits,9011900413,2.6379173,12600.0,1.0167913,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2953,9011900418_A,9011900418_7_Y15SBR2_P005_A0119T025_2016_09_01-2016_09_05,9011900418_blue_7_Y15SBR2_P005_A0119T025_2016_09_01-2016_09_05.fits,9011900418,1.631179,11200.0,0.84720516,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2954,9011900421_A,9011900421_12_Y16SBR2_P001_A0119T047_2017_09_14-2017_09_26,9011900421_blue_12_Y16SBR2_P001_A0119T047_2017_09_14-2017_09_26.fits,9011900421,2.3817976,20377.0,0.57852525,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2955,9011900422_A,9011900422_12_Y16SBR2_P001_A0119T047_2017_09_14-2017_09_26,9011900422_blue_12_Y16SBR2_P001_A0119T047_2017_09_14-2017_09_26.fits,9011900422,2.3817976,20377.0,0.57852525,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2956,9011900429_A,9011900429_7_Y13SBR2_P003_A0119T003_2013_10_02-2013_10_08,9011900429_blue_7_Y13SBR2_P003_A0119T003_2013_10_02-2013_10_08.fits,9011900429,1.8188019,12600.0,0.89203614,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2957,9011900430_A,9011900430_7_Y15SBR2_P006_A0119T035_2016_09_28-2016_10_04,9011900430_blue_7_Y15SBR2_P006_A0119T035_2016_09_28-2016_10_04.fits,9011900430,1.4595786,10500.0,0.79403865,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2958,9011900438_A,9011900438_7_Y13SBR2_P004_A0119T004_2013_10_02-2013_10_08,9011900438_blue_7_Y13SBR2_P004_A0119T004_2013_10_02-2013_10_08.fits,9011900438,2.6379173,12600.0,1.0167913,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2959,9011900440_A,9011900440_7_Y15SBR2_P003_A0119T040_2016_09_01-2016_09_05,9011900440_blue_7_Y15SBR2_P003_A0119T040_2016_09_01-2016_09_05.fits,9011900440,2.1277738,11200.0,0.8542633,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2960,9011900441_A,9011900441_7_Y15SBR2_P006_A0119T027_2017_09_14-2017_09_26,9011900441_blue_7_Y15SBR2_P006_A0119T027_2017_09_14-2017_09_26.fits,9011900441,1.7599761,12600.0,0.85495013,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2961,9011900450_A,9011900450_7_Y13SBR2_P004_A0119T004_2013_10_02-2013_10_08,9011900450_blue_7_Y13SBR2_P004_A0119T004_2013_10_02-2013_10_08.fits,9011900450,2.6379173,12600.0,1.0167913,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2962,9011900451_A,9011900451_7_Y15SBR2_P005_A0119T025_2016_09_01-2016_09_05,9011900451_blue_7_Y15SBR2_P005_A0119T025_2016_09_01-2016_09_05.fits,9011900451,1.631179,11200.0,0.84720516,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2963,9011900453_A,9011900453_7_Y15SBR2_P006_A0119T035_2016_09_28-2016_10_04,9011900453_blue_7_Y15SBR2_P006_A0119T035_2016_09_28-2016_10_04.fits,9011900453,1.4595786,10500.0,0.79403865,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2964,9011900459_A,9011900459_7_Y15SBR2_P006_A0119T035_2016_09_28-2016_10_04,9011900459_blue_7_Y15SBR2_P006_A0119T035_2016_09_28-2016_10_04.fits,9011900459,1.4595786,10500.0,0.79403865,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2965,9011900460_A,9011900460_12_Y16SBR2_P001_A0119T047_2017_09_14-2017_09_26,9011900460_blue_12_Y16SBR2_P001_A0119T047_2017_09_14-2017_09_26.fits,9011900460,2.3817976,20377.0,0.57852525,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2966,9011900462_A,9011900462_7_Y15SBR1_P006_A0119T037_2015_09_07-2015_09_13,9011900462_blue_7_Y15SBR1_P006_A0119T037_2015_09_07-2015_09_13.fits,9011900462,2.130594,12600.0,0.90347385,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2967,9011900475_A,9011900475_7_Y15SBR1_P006_A0119T037_2015_09_07-2015_09_13,9011900475_blue_7_Y15SBR1_P006_A0119T037_2015_09_07-2015_09_13.fits,9011900475,2.130594,12600.0,0.90347385,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2968,9011900476_B,9011900476_10_Y15SBR2_P007_A0119T031_2017_09_14-2017_09_26,9011900476_blue_10_Y15SBR2_P007_A0119T031_2017_09_14-2017_09_26.fits,9011900476,2.408647,17850.0,0.8907548,False,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2969,9011900476_A,9011900476_12_Y15SBR2_P007_A0119T031_2016_09_28-2016_10_04,9011900476_blue_12_Y15SBR2_P007_A0119T031_2016_09_28-2016_10_04.fits,9011900476,2.4381397,21450.0,0.86987144,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2970,9011900479_A,9011900479_7_Y15SBR2_P003_A0119T040_2016_09_01-2016_09_05,9011900479_blue_7_Y15SBR2_P003_A0119T040_2016_09_01-2016_09_05.fits,9011900479,2.1277738,11200.0,0.8542633,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
