,cubeidpub,cubeid,cubename,catid,cubefwhm,cubetexp,meantrans,isbest,catsource,warnstar,warnfill,warnz,warnmult,warnakpc,warnare,warnamge,warnsk2m,warnsk4m,warnsk4mhsn,warnfcal,warnfcbr,warnskyb,warnskyr,warnsker,warnwcs,warnre,warnskem,warnemft
0,10000001_A,10000001_7_Y14SAR2_P007_09T074_2017_02_27-2017_03_05,10000001_blue_7_Y14SAR2_P007_09T074_2017_02_27-2017_03_05.fits,10000001,1.940672,12600.0,0.7623307,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,10000002_A,10000002_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25,10000002_blue_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25.fits,10000002,1.7759062,12600.0,0.9596453,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2,10000004_A,10000004_7_Y15SAR1_P001_09T097_2016_03_03-2016_03_13,10000004_blue_7_Y15SAR1_P001_09T097_2016_03_03-2016_03_13.fits,10000004,1.7604245,12600.0,1.0103962,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3,10000010_A,10000010_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02,10000010_blue_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02.fits,10000010,1.6422914,12528.0,0.8330366,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4,10000014_A,10000014_11_Y13SAR1_P004_09T018_2013_03_05-2013_03_17,10000014_blue_11_Y13SAR1_P004_09T018_2013_03_05-2013_03_17.fits,10000014,1.8180883,19800.0,0.820845,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5,10000014_B,10000014_7_Y15SAR1_P002_09T098_2016_03_03-2016_03_13,10000014_blue_7_Y15SAR1_P002_09T098_2016_03_03-2016_03_13.fits,10000014,1.7626722,12900.0,0.894672,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,10000016_B,10000016_7_Y16SAR2_P002_09T117_2016_03_03-2016_03_13,10000016_blue_7_Y16SAR2_P002_09T117_2016_03_03-2016_03_13.fits,10000016,1.6767163,12600.0,1.0299896,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7,10000016_A,10000016_8_Y13SAR1_P006_09T014_2013_03_05-2013_03_17,10000016_blue_8_Y13SAR1_P006_09T014_2013_03_05-2013_03_17.fits,10000016,2.0082026,14400.0,0.9762593,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8,10000017_A,10000017_6_Y14SAR2_P004_09T071_2014_04_02-2014_04_06,10000017_blue_6_Y14SAR2_P004_09T071_2014_04_02-2014_04_06.fits,10000017,2.2568667,10800.0,1.0120952,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9,10000021_A,10000021_7_Y15SAR2_P002_09T110_2016_02_08-2016_02_14,10000021_blue_7_Y15SAR2_P002_09T110_2016_02_08-2016_02_14.fits,10000021,1.9860961,10500.0,0.8636488,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
10,10000027_A,10000027_7_Y18SAR1_P001_09T139_2018_03_12-2018_03_22,10000027_blue_7_Y18SAR1_P001_09T139_2018_03_12-2018_03_22.fits,10000027,1.360536,12600.0,0.855221,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11,10000029_A,10000029_7_Y18SAR1_P001_09T138_2018_02_12-2018_02_19,10000029_blue_7_Y18SAR1_P001_09T138_2018_02_12-2018_02_19.fits,10000029,1.5288186,12476.0,0.7603789,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12,10000032_A,10000032_10_Y14SAR2_P008_09T075_2017_02_27-2017_03_05,10000032_blue_10_Y14SAR2_P008_09T075_2017_02_27-2017_03_05.fits,10000032,1.5606548,18000.0,0.6281951,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13,10000033_A,10000033_7_Y13SAR1_P007_09T007_2013_03_05-2013_03_17,10000033_blue_7_Y13SAR1_P007_09T007_2013_03_05-2013_03_17.fits,10000033,1.5480505,12600.0,0.94093484,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
14,10000035_A,10000035_7_Y17SAR3_P007_12T108_2018_04_09-2018_04_19,10000035_blue_7_Y17SAR3_P007_12T108_2018_04_09-2018_04_19.fits,10000035,2.0368056,12600.0,0.8036998,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
15,10000037_E,10000037_11_Y18SAR3_P002_12T129_2018_05_07-2018_05_16,10000037_blue_11_Y18SAR3_P002_12T129_2018_05_07-2018_05_16.fits,10000037,3.296584,19800.0,0.91002774,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
16,10000037_A,10000037_14_Y14SAR3_P004_12T055_2014_04_24-2014_05_04,10000037_blue_14_Y14SAR3_P004_12T055_2014_04_24-2014_05_04.fits,10000037,2.0850441,25200.0,1.0566387,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
17,10000037_B,10000037_7_Y14SAR3_P004_12T055_2014_04_24-2014_05_04,10000037_blue_7_Y14SAR3_P004_12T055_2014_04_24-2014_05_04.fits,10000037,1.9624666,12600.0,1.0631222,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18,10000037_D,10000037_7_Y14SAR3_P004_12T055_2016_04_04-2016_04_12,10000037_blue_7_Y14SAR3_P004_12T055_2016_04_04-2016_04_12.fits,10000037,2.3170059,12600.0,1.0501553,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
19,10000037_C,10000037_7_Y15SAR3_P002_12T085_2015_04_14-2015_04_22,10000037_blue_7_Y15SAR3_P002_12T085_2015_04_14-2015_04_22.fits,10000037,2.5498943,12600.0,0.9167088,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
20,10000039_A,10000039_7_Y14SAR4_P003_12T065_2014_05_23-2014_06_01,10000039_blue_7_Y14SAR4_P003_12T065_2014_05_23-2014_06_01.fits,10000039,1.6811552,12300.0,0.86031085,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
21,10000040_A,10000040_9_Y17SAR3_P003_12T104_2018_02_12-2018_02_19,10000040_blue_9_Y17SAR3_P003_12T104_2018_02_12-2018_02_19.fits,10000040,2.3672585,16200.0,0.8279224,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
22,10000041_A,10000041_7_Y15SAR3_P004_12T086_2016_02_08-2016_02_14,10000041_blue_7_Y15SAR3_P004_12T086_2016_02_08-2016_02_14.fits,10000041,1.8213739,10500.0,0.81250304,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
23,10000044_A,10000044_7_Y18SAR3_P002_12T122_2018_05_07-2018_05_16,10000044_blue_7_Y18SAR3_P002_12T122_2018_05_07-2018_05_16.fits,10000044,1.4988208,12600.0,0.89237726,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
24,10000045_A,10000045_7_Y16SAR4_P002_12T101_2017_04_19-2017_05_01,10000045_blue_7_Y16SAR4_P002_12T101_2017_04_19-2017_05_01.fits,10000045,1.5607373,12600.0,1.072321,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25,10000047_A,10000047_8_Y14SAR4_P010_12T072_2016_04_04-2016_04_12,10000047_blue_8_Y14SAR4_P010_12T072_2016_04_04-2016_04_12.fits,10000047,2.0727983,14400.0,0.6305813,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
26,10000050_A,10000050_7_Y14SAR4_P001_12T063_2014_05_23-2014_06_01,10000050_blue_7_Y14SAR4_P001_12T063_2014_05_23-2014_06_01.fits,10000050,1.6470896,12600.0,0.9983117,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
27,10000051_A,10000051_7_Y15SAR3_P001_12T084_2015_04_14-2015_04_22,10000051_blue_7_Y15SAR3_P001_12T084_2015_04_14-2015_04_22.fits,10000051,1.6825196,12600.0,0.8514841,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
28,10000051_B,10000051_7_Y15SAR3_P006_12T097_2017_04_19-2017_05_01,10000051_blue_7_Y15SAR3_P006_12T097_2017_04_19-2017_05_01.fits,10000051,1.8462454,12600.0,0.9271331,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
29,10000052_A,10000052_7_Y16SAR4_P001_12T090_2017_04_19-2017_05_01,10000052_blue_7_Y16SAR4_P001_12T090_2017_04_19-2017_05_01.fits,10000052,1.6577917,11300.0,0.8294117,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
30,10000061_A,10000061_7_Y17SAR3_P006_12T107_2018_04_09-2018_04_19,10000061_blue_7_Y17SAR3_P006_12T107_2018_04_09-2018_04_19.fits,10000061,1.5882795,12350.0,0.7862428,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
31,10000063_A,10000063_7_Y14SAR4_P006_12T068_2014_05_23-2014_06_01,10000063_blue_7_Y14SAR4_P006_12T068_2014_05_23-2014_06_01.fits,10000063,2.5497894,12250.0,0.8577596,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
32,10000067_A,10000067_7_Y14SAR3_P011_12T062_2016_05_02-2016_05_10,10000067_blue_7_Y14SAR3_P011_12T062_2016_05_02-2016_05_10.fits,10000067,1.2563152,11900.0,1.0096515,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
33,10000067_B,10000067_7_Y17SAR3_P010_12T115_2018_04_09-2018_04_19,10000067_blue_7_Y17SAR3_P010_12T115_2018_04_09-2018_04_19.fits,10000067,1.4503161,12600.0,0.7989155,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
34,10000068_A,10000068_13_Y14SAR3_P003_12T054_2014_04_24-2014_05_04,10000068_blue_13_Y14SAR3_P003_12T054_2014_04_24-2014_05_04.fits,10000068,2.0915372,23400.0,0.99224085,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
35,10000068_E,10000068_6_Y14SAR3_P003_12T054_2016_04_04-2016_04_12,10000068_blue_6_Y14SAR3_P003_12T054_2016_04_04-2016_04_12.fits,10000068,1.6905924,10800.0,0.89324874,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
36,10000068_B,10000068_7_Y14SAR3_P003_12T054_2014_04_24-2014_05_04,10000068_blue_7_Y14SAR3_P003_12T054_2014_04_24-2014_05_04.fits,10000068,2.8480687,12600.0,1.0770912,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
37,10000068_C,10000068_7_Y15SAR3_P003_12T088_2016_02_08-2016_02_14,10000068_blue_7_Y15SAR3_P003_12T088_2016_02_08-2016_02_14.fits,10000068,2.9515972,10500.0,0.8524322,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
38,10000068_D,10000068_8_Y14SAR4_P008_12T070_2016_04_04-2016_04_12,10000068_blue_8_Y14SAR4_P008_12T070_2016_04_04-2016_04_12.fits,10000068,1.8024155,14400.0,1.029665,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
39,10000070_A,10000070_7_Y18SAR4_P002_12T124_2018_05_07-2018_05_16,10000070_blue_7_Y18SAR4_P002_12T124_2018_05_07-2018_05_16.fits,10000070,2.0833745,12600.0,0.98740953,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
40,10000073_D,10000073_11_Y14SAR1_P003_12T043_2015_02_16-2015_02_25,10000073_blue_11_Y14SAR1_P003_12T043_2015_02_16-2015_02_25.fits,10000073,2.7542882,19800.0,0.8252094,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
41,10000073_E,10000073_11_Y14SAR3_P007_12T058_2017_03_24-2017_04_02,10000073_blue_11_Y14SAR3_P007_12T058_2017_03_24-2017_04_02.fits,10000073,3.3219893,19800.0,0.93209785,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
42,10000073_C,10000073_6_Y14SAR1_P002_12T042_2015_02_16-2015_02_25,10000073_blue_6_Y14SAR1_P002_12T042_2015_02_16-2015_02_25.fits,10000073,3.0932822,10800.0,0.8038254,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
43,10000073_A,10000073_7_Y13SAR1_P014_12T001_2013_04_12-2013_04_16,10000073_blue_7_Y13SAR1_P014_12T001_2013_04_12-2013_04_16.fits,10000073,2.1439502,12600.0,0.9794873,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
44,10000073_B,10000073_7_Y14SAR1_P001_12T041_2015_02_16-2015_02_25,10000073_blue_7_Y14SAR1_P001_12T041_2015_02_16-2015_02_25.fits,10000073,2.1347282,12000.0,0.8519894,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
45,10000075_A,10000075_7_Y18SAR4_P001_12T126_2018_05_07-2018_05_16,10000075_blue_7_Y18SAR4_P001_12T126_2018_05_07-2018_05_16.fits,10000075,2.8182945,12600.0,1.0150839,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
46,10000077_A,10000077_7_Y18SAR3_P001_12T125_2018_04_09-2018_04_19,10000077_blue_7_Y18SAR3_P001_12T125_2018_04_09-2018_04_19.fits,10000077,2.1275654,12600.0,0.6965093,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
47,10000082_A,10000082_7_Y18SAR3_P001_12T123_2018_04_09-2018_04_19,10000082_blue_7_Y18SAR3_P001_12T123_2018_04_09-2018_04_19.fits,10000082,2.5189373,12250.0,0.84012395,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
48,10000083_A,10000083_7_Y14SAR3_P006_12T057_2016_04_04-2016_04_12,10000083_blue_7_Y14SAR3_P006_12T057_2016_04_04-2016_04_12.fits,10000083,2.132866,12600.0,0.98317766,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
49,10000084_A,10000084_7_Y15SAR3_P006_12T098_2016_03_03-2016_03_13,10000084_blue_7_Y15SAR3_P006_12T098_2016_03_03-2016_03_13.fits,10000084,2.2091076,11700.0,0.9164324,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
50,10000087_A,10000087_7_Y14SAR4_P005_12T067_2014_05_23-2014_06_01,10000087_blue_7_Y14SAR4_P005_12T067_2014_05_23-2014_06_01.fits,10000087,2.0463061,12250.0,1.0028683,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
51,10000089_C,10000089_7_Y14SAR4_P004_12T066_2017_03_24-2017_04_02,10000089_blue_7_Y14SAR4_P004_12T066_2017_03_24-2017_04_02.fits,10000089,2.2188303,12450.0,1.0027179,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
52,10000089_D,10000089_7_Y17SAR3_P001_12T102_2018_02_12-2018_02_19,10000089_blue_7_Y17SAR3_P001_12T102_2018_02_12-2018_02_19.fits,10000089,1.6118999,12600.0,0.8547219,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
53,10000089_A,10000089_8_Y13SAR1_P015_12T014_2013_04_12-2013_04_16,10000089_blue_8_Y13SAR1_P015_12T014_2013_04_12-2013_04_16.fits,10000089,2.9500344,13800.0,0.91866314,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
54,10000089_B,10000089_9_Y14SAR4_P004_12T066_2014_05_23-2014_06_01,10000089_blue_9_Y14SAR4_P004_12T066_2014_05_23-2014_06_01.fits,10000089,2.2280612,16050.0,0.99679047,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
55,10000101_A,10000101_8_Y14SAR3_P008_12T059_2016_05_02-2016_05_10,10000101_blue_8_Y14SAR3_P008_12T059_2016_05_02-2016_05_10.fits,10000101,2.1570125,14000.0,0.8418466,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
56,10000103_A,10000103_7_Y14SAR3_P010_12T061_2016_05_02-2016_05_10,10000103_blue_7_Y14SAR3_P010_12T061_2016_05_02-2016_05_10.fits,10000103,1.4851888,12600.0,1.0384758,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
57,10000110_A,10000110_7_Y14SAR1_P005_12T045_2015_02_16-2015_02_25,10000110_blue_7_Y14SAR1_P005_12T045_2015_02_16-2015_02_25.fits,10000110,2.6989682,12600.0,0.9525286,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
58,10000118_B,10000118_6_Y14SAR2_P004_15T064_2017_03_24-2017_04_02,10000118_blue_6_Y14SAR2_P004_15T064_2017_03_24-2017_04_02.fits,10000118,2.19595,10135.0,0.90578264,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
59,10000118_A,10000118_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01,10000118_blue_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01.fits,10000118,2.5875418,10800.0,0.8414736,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
60,10000121_A,10000121_7_Y14SAR2_P002_15T062_2017_02_27-2017_03_05,10000121_blue_7_Y14SAR2_P002_15T062_2017_02_27-2017_03_05.fits,10000121,1.5549065,12600.0,0.85536736,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
61,10000122_A,10000122_7_Y13SAR1_P002_15T006_2013_03_05-2013_03_17,10000122_blue_7_Y13SAR1_P002_15T006_2013_03_05-2013_03_17.fits,10000122,2.0602028,12600.0,0.9694071,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
62,10000122_B,10000122_7_Y17SAR2_P004_15T121_2018_03_12-2018_03_22,10000122_blue_7_Y17SAR2_P004_15T121_2018_03_12-2018_03_22.fits,10000122,1.700549,11550.0,0.9261851,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
63,10000125_A,10000125_7_Y15SAR4_P003_15T114_2016_03_03-2016_03_13,10000125_blue_7_Y15SAR4_P003_15T114_2016_03_03-2016_03_13.fits,10000125,2.2071104,12300.0,1.0930241,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
64,10000126_A,10000126_6_Y17SAR3_P001_15T124_2018_04_09-2018_04_19,10000126_blue_6_Y17SAR3_P001_15T124_2018_04_09-2018_04_19.fits,10000126,3.119834,10500.0,0.7866252,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
65,10000128_A,10000128_7_Y13SAR1_P003_15T008_2013_03_05-2013_03_17,10000128_blue_7_Y13SAR1_P003_15T008_2013_03_05-2013_03_17.fits,10000128,2.1411994,12600.0,0.98808795,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
66,10000131_A,10000131_7_Y13SAR1_P009_15T013_2013_03_05-2013_03_17,10000131_blue_7_Y13SAR1_P009_15T013_2013_03_05-2013_03_17.fits,10000131,1.9195344,12600.0,0.88469017,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
67,10000138_A,10000138_7_Y14SAR3_P010_15T085_2016_05_02-2016_05_10,10000138_blue_7_Y14SAR3_P010_15T085_2016_05_02-2016_05_10.fits,10000138,1.528399,11200.0,1.0055962,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
68,10000139_A,10000139_10_Y13SAR1_P015_15T023_2013_04_12-2013_04_16,10000139_blue_10_Y13SAR1_P015_15T023_2013_04_12-2013_04_16.fits,10000139,2.13082,17050.0,0.8245365,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
69,10000139_B,10000139_7_Y14SAR3_P002_15T077_2016_04_04-2016_04_12,10000139_blue_7_Y14SAR3_P002_15T077_2016_04_04-2016_04_12.fits,10000139,2.533552,12600.0,0.7463177,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
70,10000144_C,10000144_10_Y14SAR3_P007_15T082_2017_04_19-2017_05_01,10000144_blue_10_Y14SAR3_P007_15T082_2017_04_19-2017_05_01.fits,10000144,1.7883683,17400.0,0.8932144,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
71,10000144_B,10000144_13_Y14SAR3_P007_15T082_2017_03_24-2017_04_02,10000144_blue_13_Y14SAR3_P007_15T082_2017_03_24-2017_04_02.fits,10000144,1.824358,22741.0,0.9149272,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
72,10000144_D,10000144_6_Y14SAR3_P007_15T082_2018_03_12-2018_03_22,10000144_blue_6_Y14SAR3_P007_15T082_2018_03_12-2018_03_22.fits,10000144,1.7093408,10200.0,0.8123114,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
73,10000144_A,10000144_7_Y13SAR1_P008_15T016_2013_03_05-2013_03_17,10000144_blue_7_Y13SAR1_P008_15T016_2013_03_05-2013_03_17.fits,10000144,2.6744988,12600.0,0.858792,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
74,10000144_E,10000144_7_Y17SAR3_P004_15T127_2018_04_09-2018_04_19,10000144_blue_7_Y17SAR3_P004_15T127_2018_04_09-2018_04_19.fits,10000144,2.231909,12600.0,0.8402893,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
75,10000146_A,10000146_6_Y14SAR4_P001_15T087_2014_05_23-2014_06_01,10000146_blue_6_Y14SAR4_P001_15T087_2014_05_23-2014_06_01.fits,10000146,1.5646468,10200.0,1.0133977,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
76,10000146_B,10000146_9_Y15SAR4_P001_15T110_2015_05_14-2015_05_20,10000146_blue_9_Y15SAR4_P001_15T110_2015_05_14-2015_05_20.fits,10000146,2.8487267,13500.0,0.86132264,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
77,10000147_A,10000147_7_Y17SAR3_P002_15T125_2018_04_09-2018_04_19,10000147_blue_7_Y17SAR3_P002_15T125_2018_04_09-2018_04_19.fits,10000147,2.7795937,12250.0,0.76494646,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
78,10000148_A,10000148_7_Y17SAR2_P005_15T123_2018_04_09-2018_04_19,10000148_blue_7_Y17SAR2_P005_15T123_2018_04_09-2018_04_19.fits,10000148,2.0562236,12250.0,0.78444093,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
79,10000151_A,10000151_6_Y14SAR2_P007_15T067_2016_05_02-2016_05_10,10000151_blue_6_Y14SAR2_P007_15T067_2016_05_02-2016_05_10.fits,10000151,2.108117,10800.0,1.0343888,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
80,10000151_B,10000151_7_Y17SAR3_P012_15T129_2018_05_07-2018_05_16,10000151_blue_7_Y17SAR3_P012_15T129_2018_05_07-2018_05_16.fits,10000151,2.3665426,12000.0,0.91780585,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
81,10000153_A,10000153_7_Y14SAR2_P006_15T066_2017_03_24-2017_04_02,10000153_blue_7_Y14SAR2_P006_15T066_2017_03_24-2017_04_02.fits,10000153,3.0717208,12600.0,0.9539127,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
82,10000154_A,10000154_12_Y14SAR2_P009_15T069_2015_08_12-2015_08_17,10000154_blue_12_Y14SAR2_P009_15T069_2015_08_12-2015_08_17.fits,10000154,1.9381682,21600.0,0.9253449,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
83,10000154_B,10000154_9_Y14SAR2_P009_15T069_2017_03_24-2017_04_02,10000154_blue_9_Y14SAR2_P009_15T069_2017_03_24-2017_04_02.fits,10000154,2.2098472,16200.0,0.94834113,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
84,10000155_A,10000155_7_Y17SAR3_P003_15T126_2018_04_09-2018_04_19,10000155_blue_7_Y17SAR3_P003_15T126_2018_04_09-2018_04_19.fits,10000155,2.3334086,12600.0,0.8178529,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
85,10000158_A,10000158_6_Y17SAR3_P005_15T128_2018_04_09-2018_04_19,10000158_blue_6_Y17SAR3_P005_15T128_2018_04_09-2018_04_19.fits,10000158,2.2449977,10800.0,0.8062785,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
86,10000165_A,10000165_10_Y14SAR4_P005_15T091_2014_07_17-2014_07_21,10000165_blue_10_Y14SAR4_P005_15T091_2014_07_17-2014_07_21.fits,10000165,2.573827,18300.0,0.836633,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
87,10000165_B,10000165_7_Y14SAR4_P005_15T091_2016_03_03-2016_03_13,10000165_blue_7_Y14SAR4_P005_15T091_2016_03_03-2016_03_13.fits,10000165,2.4745147,12900.0,0.9566626,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
88,10000166_A,10000166_7_Y14SAR2_P003_15T063_2014_04_02-2014_04_06,10000166_blue_7_Y14SAR2_P003_15T063_2014_04_02-2014_04_06.fits,10000166,2.8952684,12600.0,1.1488551,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
89,10000167_A,10000167_7_Y13SAR1_P014_15T029_2013_04_12-2013_04_16,10000167_blue_7_Y13SAR1_P014_15T029_2013_04_12-2013_04_16.fits,10000167,2.3946323,12600.0,0.9132233,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
90,10000176_A,10000176_7_Y17SAR3_P010_15T133_2018_05_07-2018_05_16,10000176_blue_7_Y17SAR3_P010_15T133_2018_05_07-2018_05_16.fits,10000176,2.100327,11130.0,1.0261573,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
91,10000177_A,10000177_11_Y17SAR3_P012_12T136_2018_05_07-2018_05_16,10000177_blue_11_Y17SAR3_P012_12T136_2018_05_07-2018_05_16.fits,10000177,2.6274605,18250.0,0.870599,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
92,10000182_A,10000182_10_Y13SAR1_P004_15T002_2013_03_05-2013_03_17,10000182_blue_10_Y13SAR1_P004_15T002_2013_03_05-2013_03_17.fits,10000182,2.608547,15310.0,0.649864,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
93,10000182_B,10000182_7_Y14SAR3_P006_15T081_2016_04_04-2016_04_12,10000182_blue_7_Y14SAR3_P006_15T081_2016_04_04-2016_04_12.fits,10000182,2.4375935,12600.0,0.91527516,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
